BridgeID,ClientID,StylistID,IsPreferredStylist,FirstVisitDate,LastVisitDate,VisitCount,TotalSpend_GBP
BCS001088,CL2578,STY064,Yes,2022-05-03,2022-07-26,2,380.7
BCS001089,CL2578,STY043,No,2022-12-13,2023-07-11,5,846.98
BCS001090,CL1302,STY040,Yes,2023-10-18,2023-11-29,1,464.05
BCS001091,CL0956,STY027,Yes,2023-08-28,2023-11-20,2,703.81
BCS001092,CL0956,STY008,No,2024-09-16,2025-08-18,8,446.6
BCS001093,CL0956,STY057,No,2022-03-05,2022-05-28,2,759.52
BCS001094,CL1385,STY025,Yes,2023-09-08,2023-10-20,1,579.65
BCS001095,CL1385,STY041,No,2020-01-06,2020-12-07,8,478.44
BCS001096,CL2537,STY021,Yes,2020-10-31,2021-04-17,4,244.02
BCS001097,CL1671,STY042,Yes,2020-01-28,2020-07-14,4,777.66
BCS001098,CL1671,STY037,No,2022-04-17,2022-12-25,6,193.07
BCS001099,CL0522,STY006,Yes,2024-01-31,2024-06-05,3,264.28
BCS001100,CL2259,STY018,Yes,2021-10-07,2022-03-24,4,214.76
BCS001101,CL2259,STY051,No,2021-05-02,2022-01-09,6,619.24
BCS001102,CL1389,STY016,Yes,2023-06-30,2024-05-31,8,212.69
BCS001103,CL1389,STY037,No,2023-05-01,2023-06-12,1,237.22
BCS001104,CL2466,STY032,Yes,2022-09-24,2022-12-17,2,315.47
BCS001105,CL2466,STY035,No,2024-06-10,2025-02-17,6,764.1
BCS001106,CL2466,STY062,No,2023-04-13,2023-09-28,4,631.32
BCS001107,CL0632,STY045,Yes,2023-11-24,2024-10-25,8,839.95
BCS001108,CL1187,STY020,Yes,2020-03-16,2020-04-27,1,405.36
BCS001109,CL0830,STY010,Yes,2021-02-02,2021-11-23,7,830.65
BCS001110,CL1591,STY047,Yes,2023-02-28,2023-09-26,5,698.49
BCS001111,CL2023,STY015,Yes,2020-08-08,2021-01-23,4,795.01
BCS001112,CL2023,STY021,No,2023-05-07,2023-07-30,2,817.2
BCS001113,CL0618,STY002,Yes,2024-09-21,2025-07-12,7,340.32
BCS001114,CL1220,STY052,Yes,2020-07-30,2020-12-03,3,222.49
BCS001115,CL2647,STY070,Yes,2023-08-22,2024-02-06,4,590.44
BCS001116,CL1388,STY047,Yes,2021-08-29,2022-03-27,5,411.53
BCS001117,CL1388,STY050,No,2023-11-24,2024-08-02,6,282.49
BCS001118,CL1945,STY033,Yes,2022-01-29,2022-10-08,6,339.5
BCS001119,CL0336,STY043,Yes,2022-04-15,2022-09-30,4,627.8
BCS001120,CL0336,STY007,No,2022-05-27,2022-07-08,1,472.29
BCS001121,CL0336,STY017,No,2022-09-24,2023-04-22,5,791.81
BCS001122,CL0642,STY018,Yes,2022-09-26,2023-07-17,7,742.66
BCS001123,CL1875,STY008,Yes,2021-06-22,2022-04-12,7,121.7
BCS001124,CL1714,STY032,Yes,2022-03-30,2023-01-18,7,639.26
BCS001125,CL0805,STY019,Yes,2020-02-05,2020-06-10,3,809.94
BCS001126,CL0805,STY055,No,2021-01-11,2021-05-17,3,141.86
BCS001127,CL0805,STY073,No,2022-06-28,2023-03-07,6,811.42
BCS001128,CL2241,STY052,Yes,2022-07-26,2022-09-06,1,420.91
BCS001129,CL2241,STY014,No,2022-08-04,2022-09-15,1,787.85
BCS001130,CL0920,STY044,Yes,2023-10-20,2024-01-12,2,225.35
BCS001131,CL1328,STY027,Yes,2021-06-01,2021-12-28,5,556.76
BCS001132,CL1112,STY061,Yes,2020-12-01,2021-02-23,2,383.71
BCS001133,CL0871,STY071,Yes,2023-11-05,2024-04-21,4,664.96
BCS001134,CL0871,STY025,No,2024-08-02,2025-01-17,4,539.07
BCS001135,CL1174,STY010,Yes,2023-03-29,2024-01-17,7,686.31
BCS001136,CL1174,STY021,No,2023-06-02,2023-10-06,3,179.92
BCS001137,CL1683,STY029,Yes,2022-09-10,2022-12-03,2,215.51
BCS001138,CL1683,STY004,No,2022-05-05,2022-06-16,1,748.75
BCS001139,CL1346,STY017,Yes,2022-11-12,2023-04-29,4,587.54
BCS001140,CL1346,STY019,No,2022-06-29,2023-01-25,5,232.28
BCS001141,CL2049,STY041,Yes,2023-06-24,2024-03-02,6,465.7
BCS001142,CL2049,STY037,No,2023-01-13,2023-12-15,8,690.91
BCS001143,CL1758,STY019,Yes,2022-03-30,2022-09-14,4,208.8
BCS001144,CL1758,STY008,No,2023-11-20,2024-01-01,1,819.79
BCS001145,CL1010,STY022,Yes,2023-02-07,2023-03-21,1,775.66
BCS001146,CL1010,STY054,No,2021-06-13,2022-04-03,7,626.28
BCS001147,CL1010,STY074,No,2022-01-18,2022-09-27,6,198.7
BCS001148,CL2546,STY063,Yes,2020-01-27,2020-11-16,7,712.95
BCS001149,CL2546,STY053,No,2024-08-10,2024-09-21,1,583.28
BCS001150,CL1692,STY034,Yes,2020-11-14,2021-06-12,5,787.2
BCS001151,CL1692,STY057,No,2021-12-02,2022-04-07,3,368.15
BCS001152,CL0415,STY071,Yes,2022-08-11,2023-03-09,5,449.3
BCS001153,CL1611,STY069,Yes,2021-06-18,2021-07-30,1,428.35
BCS001154,CL2206,STY035,Yes,2021-10-13,2022-09-14,8,448.42
BCS001155,CL2206,STY054,No,2024-05-07,2024-06-18,1,845.48
BCS001156,CL0603,STY066,Yes,2022-10-21,2023-09-22,8,814.89
BCS001157,CL1213,STY040,Yes,2020-11-13,2021-09-03,7,489.45
BCS001158,CL1927,STY018,Yes,2024-06-19,2024-10-23,3,769.65
BCS001159,CL1927,STY066,No,2023-11-08,2024-01-31,2,629.12
BCS001160,CL0969,STY033,Yes,2022-06-15,2022-07-27,1,95.99
BCS001161,CL0969,STY016,No,2021-02-05,2022-01-07,8,151.27
BCS001162,CL0317,STY055,Yes,2020-03-09,2020-11-16,6,387.33
BCS001163,CL1701,STY070,Yes,2020-01-22,2020-07-08,4,151.07
BCS001164,CL1701,STY066,No,2024-09-14,2025-07-05,7,380.39
BCS001165,CL0394,STY074,Yes,2020-10-22,2021-09-23,8,534.89
BCS001166,CL0394,STY048,No,2021-01-25,2021-04-19,2,759.49
BCS001167,CL0394,STY009,No,2024-04-07,2024-11-03,5,195.82
BCS001168,CL2875,STY031,Yes,2023-10-08,2024-05-05,5,157.82
BCS001169,CL2875,STY048,No,2022-03-27,2022-05-08,1,158.98
BCS001170,CL2451,STY072,Yes,2023-02-13,2023-03-27,1,489.34
BCS001171,CL2451,STY034,No,2020-01-06,2020-03-30,2,450.82
BCS001172,CL2936,STY052,Yes,2024-11-21,2025-02-13,2,372.1
BCS001173,CL2936,STY063,No,2020-03-21,2021-02-20,8,447.84
BCS001174,CL0342,STY008,Yes,2022-08-23,2023-03-21,5,138.95
BCS001175,CL2868,STY055,Yes,2023-01-27,2023-10-06,6,647.67
BCS001176,CL1613,STY058,Yes,2023-12-03,2024-04-07,3,584.33
BCS001177,CL2111,STY011,Yes,2023-10-03,2023-11-14,1,342.28
BCS001178,CL0806,STY005,Yes,2024-08-24,2024-10-05,1,133.69
BCS001179,CL1892,STY014,Yes,2022-10-13,2023-06-22,6,116.2
BCS001180,CL0363,STY048,Yes,2020-04-08,2020-08-12,3,357.75
BCS001181,CL0120,STY061,Yes,2020-11-30,2021-05-17,4,626.01
BCS001182,CL1003,STY005,Yes,2020-01-25,2020-05-30,3,563.18
BCS001183,CL1003,STY011,No,2022-08-21,2023-04-30,6,777.87
BCS001184,CL0095,STY061,Yes,2023-08-20,2024-07-21,8,604.2
BCS001185,CL0095,STY035,No,2023-09-01,2024-05-10,6,578.2
BCS001186,CL2037,STY055,Yes,2023-05-03,2024-04-03,8,659.87
BCS001187,CL2037,STY042,No,2021-06-05,2021-10-09,3,356.64
BCS001188,CL0853,STY034,Yes,2023-10-02,2024-02-05,3,137.4
BCS001189,CL1942,STY037,Yes,2020-08-19,2021-04-28,6,682.81
BCS001190,CL0536,STY038,Yes,2020-03-21,2020-11-28,6,165.15
BCS001191,CL2567,STY025,Yes,2022-07-28,2023-01-12,4,750.64
BCS001192,CL2567,STY031,No,2024-06-04,2025-03-25,7,696.15
BCS001193,CL0242,STY074,Yes,2024-04-28,2025-03-30,8,381.39
BCS001194,CL1932,STY049,Yes,2024-04-20,2024-06-01,1,727.3
BCS001195,CL0681,STY064,Yes,2024-04-19,2024-07-12,2,705.29
BCS001196,CL0017,STY006,Yes,2024-06-26,2025-03-05,6,488.33
BCS001197,CL2548,STY051,Yes,2022-11-08,2023-01-31,2,302.65
BCS001198,CL2548,STY067,No,2023-04-19,2023-05-31,1,484.21
BCS001199,CL2842,STY044,Yes,2022-10-27,2023-08-17,7,224.04
BCS001200,CL2197,STY046,Yes,2021-06-07,2022-01-03,5,344.68
BCS001201,CL2197,STY057,No,2023-03-02,2023-12-21,7,252.87
BCS001202,CL1736,STY032,Yes,2021-10-11,2022-02-14,3,830.38
BCS001203,CL1975,STY014,Yes,2020-08-26,2020-11-18,2,617.06
BCS001204,CL1975,STY013,No,2020-04-26,2021-01-03,6,699.51
BCS001205,CL2390,STY069,Yes,2022-04-20,2023-02-08,7,772.29
BCS001206,CL2390,STY033,No,2023-06-02,2024-02-09,6,545.32
BCS001207,CL2576,STY010,Yes,2022-01-01,2022-10-22,7,183.93
BCS001208,CL2576,STY032,No,2023-09-25,2024-03-11,4,134.5
BCS001209,CL2674,STY026,Yes,2023-11-20,2024-01-01,1,757.58
BCS001210,CL2674,STY036,No,2020-03-22,2020-07-26,3,206.59
BCS001211,CL1127,STY034,Yes,2021-12-09,2022-11-10,8,595.34
BCS001212,CL1127,STY020,No,2020-10-01,2020-11-12,1,347.88
BCS001213,CL0852,STY070,Yes,2024-08-19,2024-12-23,3,716.09
BCS001214,CL0483,STY062,Yes,2024-06-09,2024-09-01,2,637.29
BCS001215,CL0540,STY009,Yes,2024-10-14,2025-05-12,5,450.21
BCS001216,CL2710,STY070,Yes,2022-07-04,2023-01-30,5,386.88
BCS001217,CL2710,STY036,No,2021-08-26,2021-12-30,3,535.83
BCS001218,CL2488,STY014,Yes,2021-05-31,2022-05-02,8,839.93
BCS001219,CL2488,STY062,No,2021-01-04,2021-03-29,2,293.0
BCS001220,CL2488,STY071,No,2020-06-09,2021-05-11,8,233.29
BCS001221,CL1632,STY007,Yes,2024-07-14,2025-02-09,5,354.82
BCS001222,CL2249,STY024,Yes,2022-05-17,2023-04-18,8,747.53
BCS001223,CL2257,STY065,Yes,2023-08-22,2024-07-23,8,540.21
BCS001224,CL2257,STY067,No,2023-01-14,2023-12-16,8,805.23
BCS001225,CL2694,STY036,Yes,2021-11-05,2022-06-03,5,762.03
BCS001226,CL1626,STY009,Yes,2021-07-22,2021-09-02,1,182.24
BCS001227,CL1626,STY031,No,2023-06-04,2023-10-08,3,640.14
BCS001228,CL0754,STY028,Yes,2022-05-01,2022-06-12,1,616.9
BCS001229,CL2543,STY056,Yes,2021-11-12,2022-02-04,2,840.84
BCS001230,CL2543,STY024,No,2023-04-05,2023-09-20,4,284.63
BCS001231,CL2543,STY059,No,2021-05-25,2021-07-06,1,178.71
BCS001232,CL2379,STY068,Yes,2024-06-01,2024-12-28,5,456.28
BCS001233,CL2379,STY037,No,2021-05-11,2022-03-01,7,637.67
BCS001234,CL0591,STY053,Yes,2020-05-23,2021-01-30,6,404.24
BCS001235,CL0591,STY016,No,2024-07-03,2025-04-23,7,197.76
BCS001236,CL0674,STY031,Yes,2024-11-12,2024-12-24,1,824.4
BCS001237,CL1592,STY004,Yes,2021-11-17,2022-06-15,5,486.44
BCS001238,CL1592,STY054,No,2024-11-09,2025-07-19,6,825.69
BCS001239,CL1215,STY005,Yes,2020-09-25,2021-01-29,3,434.38
BCS001240,CL1411,STY031,Yes,2021-03-12,2022-02-11,8,819.97
BCS001241,CL1411,STY032,No,2020-12-26,2021-11-27,8,145.89
BCS001242,CL1411,STY007,No,2022-04-27,2022-08-31,3,309.62
BCS001243,CL2445,STY046,Yes,2022-05-06,2022-10-21,4,745.49
BCS001244,CL0841,STY014,Yes,2023-07-05,2023-09-27,2,253.33
BCS001245,CL0841,STY017,No,2023-12-01,2024-01-12,1,466.11
BCS001246,CL0784,STY072,Yes,2023-01-10,2023-02-21,1,779.16
BCS001247,CL0784,STY063,No,2022-05-02,2022-07-25,2,335.81
BCS001248,CL2947,STY045,Yes,2021-11-09,2022-08-30,7,379.42
BCS001249,CL2947,STY066,No,2021-12-25,2022-10-15,7,341.21
BCS001250,CL1885,STY011,Yes,2020-02-28,2020-07-03,3,569.5
BCS001251,CL1885,STY067,No,2023-02-02,2023-06-08,3,350.63
BCS001252,CL0569,STY022,Yes,2023-09-19,2024-07-09,7,421.76
BCS001253,CL2523,STY041,Yes,2024-09-04,2025-04-02,5,389.54
BCS001254,CL0047,STY068,Yes,2023-01-04,2023-05-10,3,845.12
BCS001255,CL0047,STY040,No,2024-09-17,2025-04-15,5,434.0
BCS001256,CL0047,STY023,No,2020-03-14,2020-11-21,6,211.36
BCS001257,CL0882,STY029,Yes,2024-09-15,2025-01-19,3,709.94
BCS001258,CL2580,STY059,Yes,2020-07-05,2020-11-08,3,253.25
BCS001259,CL1075,STY003,Yes,2021-03-01,2021-12-20,7,808.21
BCS001260,CL2072,STY038,Yes,2020-09-16,2021-08-18,8,796.75
BCS001261,CL0328,STY070,Yes,2020-10-05,2021-07-26,7,808.28
BCS001262,CL0328,STY050,No,2023-12-09,2024-08-17,6,235.55
BCS001263,CL0450,STY060,Yes,2024-02-22,2024-12-12,7,836.08
BCS001264,CL2351,STY020,Yes,2022-11-01,2023-10-03,8,433.87
BCS001265,CL2351,STY001,No,2021-04-08,2021-11-04,5,425.41
BCS001266,CL2880,STY001,Yes,2022-04-12,2022-08-16,3,597.71
BCS001267,CL1570,STY029,Yes,2021-06-28,2022-03-07,6,709.02
BCS001268,CL1197,STY048,Yes,2021-05-12,2022-01-19,6,767.48
BCS001269,CL1197,STY062,No,2020-12-21,2021-06-07,4,815.3
BCS001270,CL2172,STY058,Yes,2022-10-20,2022-12-01,1,137.23
BCS001271,CL2996,STY044,Yes,2022-12-22,2023-08-31,6,627.82
BCS001272,CL1680,STY008,Yes,2020-09-14,2021-08-16,8,261.57
BCS001273,CL1850,STY017,Yes,2023-02-01,2023-10-11,6,710.94
BCS001274,CL1850,STY022,No,2024-07-17,2025-06-18,8,791.7
BCS001275,CL0105,STY021,Yes,2024-06-03,2024-12-30,5,126.53
BCS001276,CL2342,STY020,Yes,2021-12-01,2022-08-10,6,314.22
BCS001277,CL2342,STY043,No,2022-04-20,2022-10-05,4,835.73
BCS001278,CL0919,STY059,Yes,2021-08-23,2021-11-15,2,173.52
BCS001279,CL0919,STY005,No,2022-09-03,2022-11-26,2,366.56
BCS001280,CL0895,STY037,Yes,2022-03-29,2023-02-28,8,270.8
BCS001281,CL1347,STY044,Yes,2022-02-17,2022-03-31,1,319.25
BCS001282,CL0904,STY066,Yes,2022-10-19,2023-04-05,4,251.46
BCS001283,CL0904,STY034,No,2023-12-28,2024-05-02,3,565.82
BCS001284,CL0904,STY056,No,2020-05-24,2020-09-27,3,308.98
BCS001285,CL0455,STY046,Yes,2022-08-10,2023-07-12,8,116.9
BCS001286,CL0455,STY069,No,2023-09-12,2024-07-02,7,767.83
BCS001287,CL2854,STY034,Yes,2021-10-02,2022-04-30,5,818.96
BCS001288,CL0430,STY005,Yes,2022-09-26,2023-07-17,7,113.14
BCS001289,CL1596,STY042,Yes,2021-02-26,2021-04-09,1,159.28
BCS001290,CL0441,STY007,Yes,2023-03-25,2023-05-06,1,618.83
BCS001291,CL0441,STY029,No,2021-05-09,2022-04-10,8,163.79
BCS001292,CL0441,STY032,No,2024-04-03,2025-01-22,7,203.55
BCS001293,CL0696,STY046,Yes,2022-05-18,2022-06-29,1,336.95
BCS001294,CL1434,STY010,Yes,2023-01-12,2023-02-23,1,809.72
BCS001295,CL1434,STY005,No,2022-01-19,2022-07-06,4,251.06
BCS001296,CL2367,STY026,Yes,2021-10-29,2022-08-19,7,441.08
BCS001297,CL0466,STY058,Yes,2022-10-02,2023-02-05,3,481.18
BCS001298,CL1644,STY041,Yes,2022-02-19,2022-10-29,6,554.16
BCS001299,CL1012,STY048,Yes,2023-11-28,2024-06-25,5,361.86
BCS001300,CL1012,STY060,No,2022-10-10,2023-06-19,6,524.1
BCS001301,CL1115,STY048,Yes,2021-12-02,2022-08-11,6,771.9
BCS001302,CL1115,STY004,No,2021-05-06,2022-02-24,7,196.17
BCS001303,CL0139,STY011,Yes,2020-08-22,2021-03-20,5,483.03
BCS001304,CL0139,STY057,No,2024-11-27,2025-06-25,5,772.67
BCS001305,CL0334,STY045,Yes,2020-11-24,2021-08-03,6,193.89
BCS001306,CL0798,STY047,Yes,2024-07-14,2024-08-25,1,806.52
BCS001307,CL0798,STY019,No,2023-10-01,2024-02-04,3,680.01
BCS001308,CL0928,STY041,Yes,2020-07-16,2020-10-08,2,555.75
BCS001309,CL0949,STY012,Yes,2024-08-31,2025-05-10,6,466.03
BCS001310,CL0949,STY039,No,2023-12-26,2024-07-23,5,336.35
BCS001311,CL2137,STY027,Yes,2020-03-23,2020-07-27,3,452.56
BCS001312,CL1114,STY034,Yes,2022-08-06,2023-01-21,4,114.42
BCS001313,CL0883,STY071,Yes,2021-09-06,2021-10-18,1,237.36
BCS001314,CL0883,STY019,No,2024-02-01,2024-10-10,6,610.82
BCS001315,CL1951,STY012,Yes,2024-05-28,2024-10-01,3,652.06
BCS001316,CL1718,STY037,Yes,2020-01-20,2020-05-25,3,534.98
BCS001317,CL2199,STY056,Yes,2023-08-11,2023-09-22,1,529.79
BCS001318,CL2199,STY030,No,2020-07-03,2020-11-06,3,696.9
BCS001319,CL2199,STY038,No,2020-06-30,2020-08-11,1,368.08
BCS001320,CL2175,STY022,Yes,2022-09-06,2023-05-16,6,535.16
BCS001321,CL2175,STY046,No,2020-05-05,2020-06-16,1,308.15
BCS001322,CL2676,STY033,Yes,2020-10-06,2021-03-23,4,777.7
BCS001323,CL2676,STY012,No,2021-10-27,2022-05-25,5,402.01
BCS001324,CL0412,STY012,Yes,2024-05-19,2024-08-11,2,248.98
BCS001325,CL1153,STY030,Yes,2021-06-20,2022-02-27,6,452.11
BCS001326,CL0187,STY056,Yes,2023-11-18,2024-03-23,3,768.83
BCS001327,CL1087,STY054,Yes,2020-06-27,2020-10-31,3,467.64
BCS001328,CL2157,STY017,Yes,2020-08-25,2020-11-17,2,208.81
BCS001329,CL0255,STY012,Yes,2022-10-26,2023-01-18,2,845.42
BCS001330,CL0255,STY027,No,2020-03-21,2020-06-13,2,313.95
BCS001331,CL0292,STY072,Yes,2020-11-29,2021-01-10,1,514.82
BCS001332,CL0292,STY005,No,2023-08-13,2023-11-05,2,531.69
BCS001333,CL2906,STY039,Yes,2020-11-19,2021-05-06,4,183.35
BCS001334,CL2906,STY047,No,2023-03-18,2023-06-10,2,605.46
BCS001335,CL2022,STY005,Yes,2020-11-11,2021-02-03,2,601.38
BCS001336,CL2022,STY066,No,2021-01-28,2021-10-07,6,391.38
BCS001337,CL2545,STY027,Yes,2020-07-11,2021-06-12,8,819.12
BCS001338,CL2748,STY056,Yes,2024-11-01,2025-08-22,7,464.24
BCS001339,CL0303,STY009,Yes,2020-01-24,2020-07-10,4,616.54
BCS001340,CL0303,STY062,No,2023-02-27,2023-05-22,2,561.88
BCS001341,CL0303,STY011,No,2022-11-02,2023-10-04,8,314.37
BCS001342,CL1029,STY004,Yes,2020-08-17,2021-02-01,4,640.24
BCS001343,CL0374,STY003,Yes,2021-07-11,2022-02-06,5,542.29
BCS001344,CL0374,STY032,No,2022-05-30,2022-07-11,1,818.4
BCS001345,CL0425,STY067,Yes,2022-08-30,2023-06-20,7,355.43
BCS001346,CL2818,STY064,Yes,2021-12-11,2022-04-16,3,365.37
BCS001347,CL2818,STY059,No,2024-10-26,2025-09-27,8,209.78
BCS001348,CL0043,STY049,Yes,2024-03-28,2024-09-12,4,183.84
BCS001349,CL1159,STY026,Yes,2023-09-18,2024-08-19,8,819.56
BCS001350,CL0341,STY010,Yes,2020-07-09,2020-08-20,1,333.17
BCS001351,CL0103,STY057,Yes,2021-01-19,2021-11-09,7,744.08
BCS001352,CL0103,STY004,No,2021-02-25,2021-04-08,1,415.52
BCS001353,CL0195,STY003,Yes,2021-12-08,2022-07-06,5,398.96
BCS001354,CL0195,STY002,No,2023-05-08,2024-02-26,7,394.9
BCS001355,CL1277,STY018,Yes,2021-03-22,2022-02-21,8,139.75
BCS001356,CL1277,STY032,No,2022-10-06,2022-12-29,2,655.35
BCS001357,CL2690,STY002,Yes,2024-05-19,2024-06-30,1,532.9
BCS001358,CL0159,STY009,Yes,2023-09-05,2023-10-17,1,517.37
BCS001359,CL0159,STY036,No,2021-02-09,2021-07-27,4,232.87
BCS001360,CL0617,STY004,Yes,2024-06-24,2025-04-14,7,349.92
BCS001361,CL1709,STY063,Yes,2021-08-23,2022-03-21,5,760.67
BCS001362,CL2326,STY068,Yes,2023-02-04,2023-07-22,4,565.4
BCS001363,CL2766,STY032,Yes,2021-11-17,2021-12-29,1,729.75
BCS001364,CL2766,STY060,No,2022-10-06,2023-02-09,3,202.32
BCS001365,CL2301,STY042,Yes,2024-09-13,2025-01-17,3,612.85
BCS001366,CL2301,STY070,No,2023-02-01,2023-10-11,6,655.73
BCS001367,CL0136,STY015,Yes,2021-03-09,2021-06-01,2,770.09
BCS001368,CL2613,STY004,Yes,2022-11-29,2023-04-04,3,682.61
BCS001369,CL2613,STY028,No,2021-04-26,2022-02-14,7,469.18
BCS001370,CL2613,STY040,No,2023-02-22,2023-08-09,4,508.59
BCS001371,CL2614,STY051,Yes,2024-12-03,2025-05-20,4,204.75
BCS001372,CL2238,STY003,Yes,2020-03-07,2020-10-03,5,619.62
BCS001373,CL2790,STY057,Yes,2022-01-15,2022-08-13,5,407.04
BCS001374,CL0592,STY036,Yes,2022-06-01,2023-05-03,8,807.52
BCS001375,CL0592,STY067,No,2021-06-28,2021-09-20,2,391.64
BCS001376,CL0500,STY012,Yes,2020-09-23,2020-11-04,1,397.25
BCS001377,CL0822,STY043,Yes,2021-12-07,2022-04-12,3,529.19
BCS001378,CL1057,STY005,Yes,2020-09-06,2021-04-04,5,365.55
BCS001379,CL2056,STY066,Yes,2020-07-30,2020-10-22,2,660.72
BCS001380,CL2862,STY011,Yes,2022-01-27,2022-12-29,8,229.59
BCS001381,CL1239,STY040,Yes,2023-12-27,2024-06-12,4,625.8
BCS001382,CL1070,STY010,Yes,2023-01-08,2023-10-29,7,184.29
BCS001383,CL1070,STY054,No,2021-09-20,2022-07-11,7,787.66
BCS001384,CL0639,STY049,Yes,2020-07-01,2020-11-04,3,396.75
BCS001385,CL0639,STY010,No,2024-03-12,2024-04-23,1,685.93
BCS001386,CL0246,STY035,Yes,2022-02-15,2022-10-25,6,781.87
BCS001387,CL0859,STY051,Yes,2022-10-22,2023-04-08,4,381.73
BCS001388,CL2773,STY030,Yes,2022-07-14,2022-10-06,2,841.42
BCS001389,CL2773,STY064,No,2024-07-10,2024-08-21,1,244.8
BCS001390,CL0809,STY035,Yes,2021-07-29,2022-04-07,6,734.94
BCS001391,CL0809,STY041,No,2021-12-26,2022-10-16,7,689.89
BCS001392,CL2809,STY030,Yes,2020-01-15,2020-04-08,2,165.0
BCS001393,CL1743,STY018,Yes,2024-05-07,2024-09-10,3,817.13
BCS001394,CL1743,STY020,No,2022-12-06,2023-09-26,7,698.9
BCS001395,CL1743,STY064,No,2022-08-23,2023-03-21,5,613.68
BCS001396,CL0252,STY057,Yes,2022-03-10,2022-08-25,4,498.98
BCS001397,CL0252,STY027,No,2023-09-09,2023-10-21,1,806.44
BCS001398,CL1959,STY058,Yes,2020-02-13,2020-07-30,4,290.27
BCS001399,CL2226,STY074,Yes,2022-04-12,2022-12-20,6,120.03
BCS001400,CL2226,STY011,No,2020-08-20,2020-11-12,2,237.68
BCS001401,CL1990,STY034,Yes,2021-05-07,2021-12-03,5,711.27
BCS001402,CL1990,STY003,No,2023-07-10,2024-02-05,5,519.29
BCS001403,CL2935,STY061,Yes,2024-07-22,2025-06-23,8,120.61
BCS001404,CL2961,STY023,Yes,2023-03-14,2023-11-21,6,632.96
BCS001405,CL2961,STY063,No,2023-03-26,2023-12-03,6,756.59
BCS001406,CL1566,STY024,Yes,2023-05-01,2024-01-08,6,287.59
BCS001407,CL0241,STY050,Yes,2023-03-25,2023-12-02,6,316.73
BCS001408,CL0241,STY055,No,2024-09-06,2024-11-29,2,835.63
BCS001409,CL2164,STY061,Yes,2024-09-26,2025-07-17,7,193.48
BCS001410,CL2164,STY046,No,2021-12-03,2022-04-08,3,472.87
BCS001411,CL1327,STY015,Yes,2023-08-20,2024-07-21,8,249.54
BCS001412,CL1327,STY054,No,2021-09-18,2022-08-20,8,532.87
BCS001413,CL1327,STY009,No,2024-05-22,2024-12-18,5,621.32
BCS001414,CL1969,STY024,Yes,2021-04-24,2022-01-01,6,603.99
BCS001415,CL2679,STY028,Yes,2021-04-11,2021-08-15,3,414.03
BCS001416,CL2679,STY071,No,2024-02-08,2025-01-09,8,637.42
BCS001417,CL0354,STY006,Yes,2020-07-04,2021-06-05,8,104.63
BCS001418,CL0354,STY007,No,2023-02-13,2023-05-08,2,189.71
BCS001419,CL2485,STY037,Yes,2022-07-07,2023-04-27,7,813.79
BCS001420,CL2485,STY044,No,2024-02-19,2024-08-05,4,125.92
BCS001421,CL0476,STY073,Yes,2021-09-09,2022-04-07,5,162.85
BCS001422,CL0833,STY037,Yes,2021-10-03,2022-06-12,6,679.27
BCS001423,CL0833,STY023,No,2024-05-31,2024-11-15,4,578.13
BCS001424,CL0833,STY032,No,2022-09-16,2023-01-20,3,604.25
BCS001425,CL0554,STY046,Yes,2023-09-10,2024-08-11,8,528.2
BCS001426,CL0554,STY052,No,2023-02-10,2023-05-05,2,592.96
BCS001427,CL0401,STY018,Yes,2022-04-29,2023-01-06,6,380.66
BCS001428,CL1268,STY061,Yes,2024-08-22,2024-11-14,2,352.95
BCS001429,CL1268,STY013,No,2023-02-21,2023-06-27,3,762.07
BCS001430,CL2603,STY009,Yes,2024-11-07,2025-10-09,8,819.64
BCS001431,CL2603,STY068,No,2023-10-14,2024-05-11,5,150.1
BCS001432,CL0555,STY001,Yes,2024-01-30,2024-04-23,2,182.58
BCS001433,CL0555,STY063,No,2022-05-03,2022-07-26,2,152.43
BCS001434,CL1243,STY033,Yes,2020-07-30,2021-01-14,4,140.56
BCS001435,CL1243,STY049,No,2023-03-26,2024-02-25,8,369.25
BCS001436,CL1243,STY011,No,2021-09-13,2022-01-17,3,647.25
BCS001437,CL1901,STY063,Yes,2021-03-11,2021-11-18,6,827.4
BCS001438,CL0018,STY064,Yes,2024-01-17,2024-12-18,8,827.72
BCS001439,CL2101,STY064,Yes,2022-07-27,2022-09-07,1,137.66
BCS001440,CL2938,STY016,Yes,2023-07-19,2023-11-22,3,352.18
BCS001441,CL2492,STY013,Yes,2020-11-17,2021-02-09,2,661.98
BCS001442,CL0189,STY072,Yes,2023-02-01,2023-06-07,3,664.99
BCS001443,CL0189,STY004,No,2022-04-11,2023-03-13,8,526.67
BCS001444,CL2474,STY053,Yes,2023-09-25,2024-07-15,7,406.01
BCS001445,CL2298,STY070,Yes,2022-05-31,2023-02-07,6,782.48
BCS001446,CL1722,STY071,Yes,2024-08-24,2025-05-03,6,441.83
BCS001447,CL1722,STY028,No,2022-04-19,2022-11-15,5,398.9
BCS001448,CL1093,STY068,Yes,2020-08-10,2020-09-21,1,720.98
BCS001449,CL1093,STY018,No,2021-01-21,2021-12-23,8,102.27
BCS001450,CL0941,STY003,Yes,2020-04-05,2020-09-20,4,463.0
BCS001451,CL0941,STY058,No,2024-05-09,2024-06-20,1,493.44
