ReferralID,ReferrerClientID,ReferredClientID,ReferralDate,Converted,ReferralChannel,FirstServiceBooked,RevenueGenerated_GBP,Year,QuarterYear
REF000783,CL1313,CL0634,2024-01-24,Yes,In-Person,Colour & Style Combined,254.72,2024,Q1 2024
REF000784,CL0692,CL1577,2023-11-29,Yes,Email,Colour & Style Combined,345.66,2023,Q4 2023
REF000785,CL0692,CL2959,2024-12-14,Yes,Email,Colour & Style Combined,321.35,2024,Q4 2024
REF000786,CL0692,CL2667,2025-02-28,No,Social Media Post,Style Analysis,0,2025,Q1 2025
REF000787,CL0094,CL0606,2024-06-19,Yes,Social Media Post,Colour & Style Combined,175.41,2024,Q2 2024
REF000788,CL0094,CL2369,2023-11-27,Yes,Word of Mouth,Makeup Lesson,224.24,2023,Q4 2023
REF000789,CL1334,CL1749,2024-06-01,Yes,In-Person,Makeup Lesson,285.48,2024,Q2 2024
REF000790,CL2243,CL1411,2023-10-20,Yes,Social Media Post,Makeup Lesson,322.18,2023,Q4 2023
REF000791,CL2485,CL2015,2023-01-04,Yes,Email,Makeup Lesson,307.72,2023,Q1 2023
REF000792,CL1285,CL2884,2023-10-03,Yes,Social Media Post,Colour Analysis,241.46,2023,Q4 2023
REF000793,CL0594,CL0749,2024-01-28,Yes,Email,Makeup Lesson,298.72,2024,Q1 2024
REF000794,CL0990,CL1548,2023-09-13,Yes,WhatsApp,Colour Analysis,285.34,2023,Q3 2023
REF000795,CL0610,CL0030,2023-03-27,Yes,In-Person,Colour Analysis,217.09,2023,Q1 2023
REF000796,CL0123,CL1381,2025-05-29,Yes,WhatsApp,Colour & Style Combined,360.48,2025,Q2 2025
REF000797,CL0992,CL1353,2023-07-25,Yes,Email,Style Analysis,103.35,2023,Q3 2023
REF000798,CL1675,CL2865,2024-05-24,Yes,In-Person,Makeup Lesson,262.35,2024,Q2 2024
REF000799,CL2443,CL1320,2023-02-04,Yes,Word of Mouth,Colour & Style Combined,315.33,2023,Q1 2023
REF000800,CL1243,CL2510,2023-06-16,Yes,Email,Colour Analysis,333.64,2023,Q2 2023
REF000801,CL1731,CL0587,2025-12-01,No,In-Person,Colour Analysis,0,2025,Q4 2025
REF000802,CL0641,CL1235,2025-08-14,Yes,Email,Colour Analysis,251.7,2025,Q3 2025
REF000803,CL0641,CL2215,2024-05-08,Yes,Social Media Post,Colour Analysis,129.28,2024,Q2 2024
REF000804,CL0708,CL1338,2025-02-24,No,Social Media Post,Colour & Style Combined,0,2025,Q1 2025
REF000805,CL0708,CL2728,2025-09-02,No,Word of Mouth,Style Analysis,0,2025,Q3 2025
REF000806,CL0708,CL2190,2025-10-04,Yes,WhatsApp,Style Analysis,397.83,2025,Q4 2025
REF000807,CL2140,CL0360,2023-08-17,Yes,In-Person,Style Analysis,337.0,2023,Q3 2023
REF000808,CL1991,CL1284,2025-02-17,Yes,Word of Mouth,Colour & Style Combined,115.11,2025,Q1 2025
REF000809,CL2901,CL2783,2023-09-16,Yes,In-Person,Style Analysis,129.64,2023,Q3 2023
REF000810,CL0787,CL1295,2023-10-24,No,WhatsApp,Style Analysis,0,2023,Q4 2023
REF000811,CL0787,CL2048,2025-07-22,Yes,WhatsApp,Style Analysis,337.79,2025,Q3 2025
REF000812,CL0509,CL2058,2023-09-10,Yes,In-Person,Makeup Lesson,300.1,2023,Q3 2023
REF000813,CL2687,CL1543,2023-05-01,No,WhatsApp,Style Analysis,0,2023,Q2 2023
REF000814,CL1184,CL0922,2023-04-18,No,Social Media Post,Makeup Lesson,0,2023,Q2 2023
REF000815,CL1184,CL2980,2025-03-13,Yes,Social Media Post,Colour Analysis,273.08,2025,Q1 2025
REF000816,CL2367,CL1427,2025-03-12,Yes,In-Person,Colour & Style Combined,186.77,2025,Q1 2025
REF000817,CL2367,CL0800,2025-03-17,Yes,WhatsApp,Colour Analysis,371.19,2025,Q1 2025
REF000818,CL1021,CL2851,2025-09-15,Yes,Social Media Post,Style Analysis,165.89,2025,Q3 2025
REF000819,CL1022,CL2358,2023-07-28,Yes,Social Media Post,Makeup Lesson,403.88,2023,Q3 2023
REF000820,CL1022,CL1750,2023-12-11,No,Word of Mouth,Colour & Style Combined,0,2023,Q4 2023
REF000821,CL2105,CL2112,2024-11-24,Yes,Social Media Post,Makeup Lesson,174.63,2024,Q4 2024
REF000822,CL0048,CL1240,2023-12-20,Yes,Email,Colour Analysis,347.76,2023,Q4 2023
REF000823,CL1036,CL1505,2023-01-24,Yes,Word of Mouth,Colour Analysis,254.0,2023,Q1 2023
REF000824,CL1036,CL2740,2025-11-09,Yes,In-Person,Makeup Lesson,183.96,2025,Q4 2025
REF000825,CL0441,CL2641,2025-06-07,Yes,Social Media Post,Colour Analysis,200.7,2025,Q2 2025
REF000826,CL2825,CL2208,2023-09-12,No,Social Media Post,Colour Analysis,0,2023,Q3 2023
REF000827,CL2825,CL0741,2024-01-04,Yes,Email,Colour & Style Combined,134.99,2024,Q1 2024
REF000828,CL0017,CL0661,2023-06-29,Yes,Word of Mouth,Colour Analysis,413.48,2023,Q2 2023
REF000829,CL0826,CL2128,2024-08-23,Yes,Email,Style Analysis,282.55,2024,Q3 2024
REF000830,CL1381,CL0184,2024-04-30,Yes,Social Media Post,Colour & Style Combined,373.23,2024,Q2 2024
REF000831,CL2329,CL2262,2024-03-18,Yes,WhatsApp,Style Analysis,331.96,2024,Q1 2024
REF000832,CL0592,CL0669,2025-03-30,Yes,WhatsApp,Makeup Lesson,400.56,2025,Q1 2025
REF000833,CL2592,CL2579,2024-07-05,No,Social Media Post,Colour & Style Combined,0,2024,Q3 2024
REF000834,CL2153,CL1296,2025-06-07,Yes,In-Person,Style Analysis,120.2,2025,Q2 2025
REF000835,CL2153,CL0511,2025-12-24,Yes,In-Person,Makeup Lesson,116.44,2025,Q4 2025
REF000836,CL1252,CL0925,2024-07-14,Yes,Email,Style Analysis,218.06,2024,Q3 2024
REF000837,CL0244,CL0720,2025-12-14,No,WhatsApp,Makeup Lesson,0,2025,Q4 2025
REF000838,CL0244,CL0392,2025-12-19,Yes,In-Person,Colour & Style Combined,274.25,2025,Q4 2025
REF000839,CL0244,CL2489,2023-07-22,No,Social Media Post,Colour & Style Combined,0,2023,Q3 2023
REF000840,CL0807,CL2178,2025-04-04,Yes,Social Media Post,Colour & Style Combined,98.09,2025,Q2 2025
REF000841,CL0807,CL2104,2023-11-15,Yes,Social Media Post,Makeup Lesson,279.46,2023,Q4 2023
REF000842,CL1775,CL2619,2025-01-28,No,Social Media Post,Makeup Lesson,0,2025,Q1 2025
REF000843,CL1775,CL2895,2025-07-26,Yes,WhatsApp,Makeup Lesson,258.22,2025,Q3 2025
REF000844,CL1775,CL1130,2025-05-26,Yes,Social Media Post,Colour & Style Combined,301.58,2025,Q2 2025
REF000845,CL2302,CL1281,2023-07-04,Yes,Word of Mouth,Style Analysis,402.08,2023,Q3 2023
REF000846,CL1965,CL1171,2025-10-06,No,Word of Mouth,Makeup Lesson,0,2025,Q4 2025
REF000847,CL0408,CL2807,2025-12-26,Yes,Email,Colour Analysis,295.29,2025,Q4 2025
REF000848,CL2269,CL2164,2023-03-28,Yes,Social Media Post,Style Analysis,151.81,2023,Q1 2023
REF000849,CL2269,CL1504,2023-10-01,Yes,Word of Mouth,Makeup Lesson,256.04,2023,Q4 2023
REF000850,CL2908,CL1385,2024-05-26,No,Word of Mouth,Colour & Style Combined,0,2024,Q2 2024
REF000851,CL2908,CL1226,2025-09-16,Yes,Social Media Post,Colour Analysis,334.86,2025,Q3 2025
REF000852,CL2908,CL2330,2025-03-17,Yes,WhatsApp,Colour Analysis,399.01,2025,Q1 2025
REF000853,CL0971,CL1886,2024-11-03,Yes,Word of Mouth,Colour Analysis,208.66,2024,Q4 2024
REF000854,CL0306,CL0810,2023-06-23,Yes,Social Media Post,Makeup Lesson,135.25,2023,Q2 2023
REF000855,CL1655,CL0927,2025-08-21,Yes,WhatsApp,Colour & Style Combined,234.21,2025,Q3 2025
REF000856,CL1655,CL0747,2024-07-05,Yes,Email,Makeup Lesson,147.6,2024,Q3 2024
REF000857,CL1881,CL0165,2023-10-01,Yes,WhatsApp,Colour Analysis,147.1,2023,Q4 2023
REF000858,CL0805,CL2725,2024-06-28,Yes,Email,Makeup Lesson,354.94,2024,Q2 2024
REF000859,CL0613,CL1638,2025-10-24,No,Email,Style Analysis,0,2025,Q4 2025
REF000860,CL0613,CL0450,2023-08-09,No,Social Media Post,Style Analysis,0,2023,Q3 2023
REF000861,CL1216,CL2804,2024-04-29,Yes,WhatsApp,Makeup Lesson,412.34,2024,Q2 2024
REF000862,CL1044,CL1757,2024-05-22,Yes,In-Person,Style Analysis,176.08,2024,Q2 2024
REF000863,CL0614,CL0813,2025-08-28,No,Word of Mouth,Style Analysis,0,2025,Q3 2025
REF000864,CL0614,CL0773,2023-11-01,Yes,Social Media Post,Makeup Lesson,107.47,2023,Q4 2023
REF000865,CL2125,CL1669,2025-12-11,Yes,Social Media Post,Style Analysis,204.26,2025,Q4 2025
REF000866,CL1801,CL1150,2024-12-19,No,Social Media Post,Colour & Style Combined,0,2024,Q4 2024
REF000867,CL2412,CL2706,2024-10-20,Yes,Email,Colour & Style Combined,390.26,2024,Q4 2024
REF000868,CL0544,CL2013,2025-01-14,Yes,Word of Mouth,Colour Analysis,312.41,2025,Q1 2025
REF000869,CL2135,CL1481,2025-12-19,Yes,Social Media Post,Colour & Style Combined,163.26,2025,Q4 2025
REF000870,CL0984,CL0493,2023-03-26,Yes,Social Media Post,Style Analysis,324.01,2023,Q1 2023
REF000871,CL0984,CL0405,2023-06-03,No,In-Person,Colour & Style Combined,0,2023,Q2 2023
REF000872,CL2204,CL0828,2025-12-28,No,Word of Mouth,Style Analysis,0,2025,Q4 2025
REF000873,CL1987,CL1035,2024-12-12,No,Email,Colour Analysis,0,2024,Q4 2024
REF000874,CL2932,CL2064,2023-02-14,Yes,WhatsApp,Style Analysis,189.14,2023,Q1 2023
REF000875,CL2871,CL0780,2025-03-25,Yes,In-Person,Colour Analysis,148.79,2025,Q1 2025
REF000876,CL2871,CL2087,2025-02-25,Yes,Email,Makeup Lesson,292.35,2025,Q1 2025
REF000877,CL2871,CL0848,2024-01-12,Yes,In-Person,Style Analysis,287.44,2024,Q1 2024
REF000878,CL2385,CL2101,2025-07-21,Yes,In-Person,Colour & Style Combined,193.61,2025,Q3 2025
REF000879,CL2385,CL0903,2024-08-29,No,In-Person,Colour Analysis,0,2024,Q3 2024
REF000880,CL2385,CL0701,2024-04-03,Yes,Social Media Post,Colour & Style Combined,107.7,2024,Q2 2024
REF000881,CL0226,CL0545,2024-07-07,No,Word of Mouth,Style Analysis,0,2024,Q3 2024
REF000882,CL0226,CL0861,2025-12-30,Yes,WhatsApp,Colour & Style Combined,200.48,2025,Q4 2025
REF000883,CL2127,CL2505,2024-08-26,Yes,Word of Mouth,Colour Analysis,362.78,2024,Q3 2024
REF000884,CL0643,CL0724,2024-06-08,No,In-Person,Colour Analysis,0,2024,Q2 2024
REF000885,CL0643,CL2960,2025-02-21,No,WhatsApp,Style Analysis,0,2025,Q1 2025
REF000886,CL0643,CL1812,2024-03-27,Yes,Social Media Post,Makeup Lesson,145.58,2024,Q1 2024
REF000887,CL2538,CL1510,2023-10-31,No,Word of Mouth,Makeup Lesson,0,2023,Q4 2023
REF000888,CL2538,CL0744,2025-07-29,Yes,Social Media Post,Style Analysis,280.14,2025,Q3 2025
REF000889,CL0846,CL1271,2023-11-30,No,Email,Style Analysis,0,2023,Q4 2023
REF000890,CL1583,CL1005,2025-07-20,No,Email,Colour Analysis,0,2025,Q3 2025
REF000891,CL1028,CL0049,2023-07-24,Yes,Word of Mouth,Colour Analysis,363.63,2023,Q3 2023
REF000892,CL1028,CL2640,2023-03-31,Yes,Word of Mouth,Colour & Style Combined,141.36,2023,Q1 2023
REF000893,CL2247,CL0436,2024-11-24,No,Word of Mouth,Style Analysis,0,2024,Q4 2024
REF000894,CL2247,CL0571,2025-09-10,No,Email,Style Analysis,0,2025,Q3 2025
REF000895,CL2247,CL1260,2024-11-10,Yes,Social Media Post,Colour Analysis,271.65,2024,Q4 2024
REF000896,CL2964,CL0087,2023-04-02,Yes,WhatsApp,Colour Analysis,261.25,2023,Q2 2023
REF000897,CL2741,CL0099,2024-04-09,Yes,Social Media Post,Colour & Style Combined,307.99,2024,Q2 2024
REF000898,CL2741,CL0926,2025-02-26,Yes,Word of Mouth,Makeup Lesson,150.11,2025,Q1 2025
REF000899,CL2741,CL0452,2024-04-04,Yes,WhatsApp,Colour & Style Combined,119.79,2024,Q2 2024
REF000900,CL1149,CL0348,2023-03-30,Yes,Social Media Post,Makeup Lesson,267.41,2023,Q1 2023
REF000901,CL2576,CL1236,2024-08-10,Yes,Word of Mouth,Colour & Style Combined,392.78,2024,Q3 2024
REF000902,CL2576,CL2711,2025-01-25,No,Word of Mouth,Colour Analysis,0,2025,Q1 2025
REF000903,CL0942,CL1830,2025-09-06,No,Word of Mouth,Makeup Lesson,0,2025,Q3 2025
REF000904,CL0702,CL0523,2024-01-08,No,WhatsApp,Colour & Style Combined,0,2024,Q1 2024
REF000905,CL0505,CL1008,2025-02-23,Yes,Email,Makeup Lesson,268.05,2025,Q1 2025
REF000906,CL0505,CL0943,2025-02-26,Yes,Email,Style Analysis,323.51,2025,Q1 2025
REF000907,CL0505,CL0964,2025-01-10,Yes,Word of Mouth,Colour & Style Combined,276.47,2025,Q1 2025
REF000908,CL2851,CL0571,2024-08-26,Yes,In-Person,Makeup Lesson,173.81,2024,Q3 2024
REF000909,CL1401,CL2850,2023-10-21,Yes,Word of Mouth,Makeup Lesson,215.8,2023,Q4 2023
REF000910,CL1002,CL0648,2023-03-03,Yes,Social Media Post,Colour Analysis,174.64,2023,Q1 2023
REF000911,CL1002,CL0052,2025-05-02,Yes,Social Media Post,Makeup Lesson,336.66,2025,Q2 2025
REF000912,CL2276,CL1382,2025-06-28,No,Word of Mouth,Colour & Style Combined,0,2025,Q2 2025
REF000913,CL1148,CL2632,2023-03-07,Yes,Social Media Post,Style Analysis,98.53,2023,Q1 2023
