ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL1142,CS02,STY022,Word of Mouth,65+,2023-10-21,Yes,No
CL1143,CS06,STY050,Word of Mouth,45-54,2021-09-02,Yes,Yes
CL1144,CS03,STY016,Facebook,35-44,2022-02-08,Yes,Yes
CL1145,CS04,STY066,Friend Referral,45-54,2022-10-06,No,Yes
CL1146,CS05,STY009,Word of Mouth,35-44,2022-04-13,No,Yes
CL1147,CS07,STY035,TikTok,55-64,2020-02-08,Yes,Yes
CL1148,CS09,STY053,TikTok,25-34,2023-03-09,No,Yes
CL1149,CS11,STY048,Google Search,45-54,2020-10-18,Yes,Yes
CL1150,CS09,STY058,Return Client,65+,2023-02-10,Yes,Yes
CL1151,CS08,STY022,Return Client,45-54,2023-08-30,Yes,Yes
CL1152,CS08,STY049,Instagram,25-34,2023-10-24,No,No
CL1153,CS04,STY021,Google Search,35-44,2020-04-03,Yes,Yes
CL1154,CS02,STY072,Instagram,25-34,2020-10-13,No,Yes
CL1155,CS04,STY044,TikTok,65+,2021-10-13,No,No
CL1156,CS08,STY044,Instagram,45-54,2021-10-20,Yes,Yes
CL1157,CS10,STY001,Instagram,55-64,2020-09-30,No,Yes
CL1158,CS01,STY063,TikTok,35-44,2023-11-27,No,No
CL1159,CS02,STY069,Friend Referral,45-54,2020-06-07,Yes,No
CL1160,CS08,STY049,TikTok,35-44,2024-07-22,No,Yes
CL1161,CS03,STY016,Gift Voucher,55-64,2020-01-18,No,Yes
CL1162,CS04,STY036,Facebook,25-34,2020-02-10,No,Yes
CL1163,CS02,STY029,Friend Referral,45-54,2024-07-13,Yes,Yes
CL1164,CS06,STY027,Word of Mouth,35-44,2023-12-12,Yes,Yes
CL1165,CS11,STY065,Instagram,55-64,2023-03-11,No,Yes
CL1166,CS09,STY073,Word of Mouth,45-54,2023-10-08,Yes,Yes
CL1167,CS10,STY073,Word of Mouth,18-24,2021-06-15,Yes,No
CL1168,CS12,STY003,Friend Referral,25-34,2023-10-20,No,No
CL1169,CS09,STY007,Gift Voucher,18-24,2022-05-24,No,Yes
CL1170,CS07,STY064,Instagram,45-54,2022-08-13,No,No
CL1171,CS01,STY054,Gift Voucher,25-34,2021-07-23,No,Yes
CL1172,CS01,STY004,Instagram,35-44,2023-03-17,Yes,No
CL1173,CS07,STY022,Return Client,55-64,2021-02-07,No,Yes
CL1174,CS02,STY056,TikTok,25-34,2022-09-09,Yes,No
CL1175,CS11,STY014,Return Client,55-64,2021-05-21,No,Yes
CL1176,CS06,STY031,Gift Voucher,55-64,2022-11-30,Yes,No
CL1177,CS10,STY016,Facebook,25-34,2022-07-03,Yes,Yes
CL1178,CS01,STY009,Instagram,55-64,2023-11-21,Yes,Yes
CL1179,CS08,STY009,Word of Mouth,45-54,2022-06-03,Yes,No
CL1180,CS01,STY052,Google Search,25-34,2022-02-20,Yes,No
CL1181,CS07,STY002,Word of Mouth,45-54,2023-09-13,No,Yes
CL1182,CS08,STY013,Friend Referral,55-64,2023-06-22,No,No
CL1183,CS11,STY025,Friend Referral,35-44,2021-11-03,Yes,Yes
CL1184,CS01,STY025,Google Search,18-24,2024-06-04,Yes,No
CL1185,CS09,STY057,Instagram,35-44,2024-01-24,Yes,Yes
CL1186,CS03,STY056,Friend Referral,18-24,2021-09-30,No,Yes
CL1187,CS10,STY061,Gift Voucher,45-54,2020-10-28,No,No
CL1188,CS06,STY019,Instagram,65+,2022-11-26,Yes,Yes
CL1189,CS09,STY055,Friend Referral,35-44,2020-04-21,No,Yes
CL1190,CS04,STY044,TikTok,25-34,2020-05-20,Yes,No
CL1191,CS08,STY043,Friend Referral,65+,2023-05-13,No,No
CL1192,CS05,STY006,Facebook,25-34,2022-07-19,No,Yes
CL1193,CS01,STY028,TikTok,45-54,2022-08-13,Yes,Yes
CL1194,CS12,STY049,Friend Referral,55-64,2024-07-11,Yes,Yes
CL1195,CS03,STY010,Friend Referral,18-24,2020-01-21,No,Yes
CL1196,CS09,STY047,Word of Mouth,25-34,2021-02-02,Yes,Yes
CL1197,CS04,STY023,Word of Mouth,25-34,2021-06-20,No,No
CL1198,CS04,STY034,Word of Mouth,18-24,2024-09-22,Yes,Yes
CL1199,CS11,STY044,Word of Mouth,45-54,2020-08-15,Yes,Yes
CL1200,CS08,STY022,Word of Mouth,55-64,2023-09-15,No,No
CL1201,CS02,STY025,Word of Mouth,55-64,2020-09-24,Yes,No
CL1202,CS07,STY032,Friend Referral,35-44,2022-05-29,Yes,No
CL1203,CS10,STY020,Word of Mouth,35-44,2024-06-05,No,Yes
CL1204,CS01,STY066,TikTok,25-34,2020-09-15,No,Yes
CL1205,CS12,STY009,Word of Mouth,35-44,2023-09-20,Yes,No
CL1206,CS07,STY048,Friend Referral,45-54,2022-11-08,No,No
CL1207,CS08,STY062,Word of Mouth,45-54,2022-12-12,No,Yes
CL1208,CS05,STY005,Google Search,45-54,2024-06-07,Yes,Yes
CL1209,CS04,STY040,Facebook,25-34,2021-03-23,No,Yes
CL1210,CS10,STY071,Word of Mouth,55-64,2021-06-05,Yes,Yes
CL1211,CS02,STY006,Instagram,35-44,2021-04-16,No,No
CL1212,CS10,STY053,Instagram,35-44,2022-06-04,No,Yes
CL1213,CS06,STY030,Instagram,18-24,2022-06-23,No,No
CL1214,CS02,STY065,Instagram,25-34,2024-09-21,Yes,Yes
CL1215,CS04,STY070,Word of Mouth,18-24,2020-03-19,Yes,Yes
CL1216,CS04,STY036,TikTok,25-34,2024-03-06,Yes,No
CL1217,CS10,STY070,YouTube,65+,2024-03-20,No,Yes
CL1218,CS05,STY052,Instagram,35-44,2022-04-07,Yes,Yes
CL1219,CS11,STY051,Google Search,45-54,2020-11-01,Yes,Yes
CL1220,CS12,STY071,Friend Referral,35-44,2022-11-22,No,No
CL1221,CS08,STY025,Instagram,25-34,2024-09-28,No,No
CL1222,CS07,STY004,Word of Mouth,35-44,2023-02-17,No,Yes
CL1223,CS10,STY002,Gift Voucher,35-44,2024-02-20,No,No
CL1224,CS06,STY052,Instagram,35-44,2023-11-05,No,Yes
CL1225,CS10,STY020,Word of Mouth,45-54,2020-10-11,No,No
CL1226,CS11,STY051,Friend Referral,55-64,2023-03-21,No,Yes
CL1227,CS07,STY014,Word of Mouth,35-44,2022-08-30,No,No
CL1228,CS08,STY014,TikTok,35-44,2020-12-17,Yes,Yes
CL1229,CS12,STY009,TikTok,18-24,2021-02-11,No,Yes
CL1230,CS04,STY059,Word of Mouth,45-54,2020-05-23,Yes,Yes
CL1231,CS09,STY051,Word of Mouth,35-44,2022-04-21,Yes,Yes
CL1232,CS03,STY050,Google Search,35-44,2020-05-20,Yes,Yes
CL1233,CS04,STY061,Instagram,55-64,2023-09-23,Yes,No
CL1234,CS10,STY059,Return Client,45-54,2022-10-26,No,Yes
CL1235,CS01,STY052,YouTube,35-44,2024-08-15,Yes,No
CL1236,CS06,STY060,Corporate,55-64,2022-07-31,Yes,No
CL1237,CS02,STY045,Instagram,55-64,2022-07-23,No,Yes
CL1238,CS10,STY032,Friend Referral,55-64,2022-04-30,Yes,No
CL1239,CS12,STY024,Facebook,35-44,2023-09-11,Yes,Yes
CL1240,CS12,STY021,Return Client,25-34,2024-11-17,No,No
CL1241,CS09,STY028,Instagram,55-64,2023-11-30,No,Yes
CL1242,CS09,STY014,Word of Mouth,35-44,2024-03-27,No,Yes
CL1243,CS08,STY060,Word of Mouth,25-34,2020-04-01,Yes,Yes
CL1244,CS11,STY044,Friend Referral,45-54,2022-02-19,No,Yes
CL1245,CS07,STY018,Word of Mouth,25-34,2023-12-23,No,No
CL1246,CS12,STY071,Facebook,35-44,2020-06-18,Yes,No
CL1247,CS08,STY021,Word of Mouth,55-64,2024-09-19,Yes,Yes
CL1248,CS10,STY051,Word of Mouth,25-34,2022-12-30,Yes,Yes
CL1249,CS11,STY057,Friend Referral,45-54,2020-11-10,No,Yes
CL1250,CS04,STY028,Friend Referral,55-64,2022-12-26,No,No
CL1251,CS01,STY014,Gift Voucher,55-64,2023-08-05,No,No
CL1252,CS05,STY049,Facebook,45-54,2020-04-09,Yes,Yes
CL1253,CS06,STY054,Corporate,25-34,2020-02-02,Yes,Yes
CL1254,CS06,STY029,Friend Referral,45-54,2020-05-09,Yes,No
CL1255,CS03,STY014,Friend Referral,18-24,2022-11-15,No,Yes
CL1256,CS09,STY051,TikTok,45-54,2023-01-14,No,Yes
CL1257,CS04,STY002,Word of Mouth,35-44,2020-12-21,No,No
CL1258,CS06,STY009,Word of Mouth,25-34,2021-03-26,No,No
CL1259,CS10,STY053,Instagram,18-24,2021-03-23,No,No
CL1260,CS08,STY073,YouTube,25-34,2023-01-03,Yes,Yes
CL1261,CS02,STY050,Google Search,65+,2023-11-27,Yes,Yes
CL1262,CS03,STY062,TikTok,55-64,2021-10-13,Yes,Yes
CL1263,CS01,STY066,TikTok,45-54,2022-02-22,Yes,No
CL1264,CS10,STY016,Friend Referral,18-24,2020-02-13,No,Yes
CL1265,CS12,STY008,Facebook,25-34,2020-06-11,Yes,Yes
CL1266,CS08,STY005,Instagram,25-34,2021-02-22,Yes,No
CL1267,CS10,STY043,YouTube,35-44,2024-12-01,Yes,Yes
CL1268,CS06,STY054,TikTok,45-54,2022-12-02,No,Yes
CL1269,CS04,STY027,Gift Voucher,35-44,2021-05-11,Yes,No
CL1270,CS04,STY049,Friend Referral,45-54,2021-03-31,No,Yes
CL1271,CS08,STY009,TikTok,18-24,2022-10-03,Yes,Yes
CL1272,CS11,STY012,YouTube,65+,2020-09-14,Yes,No
CL1273,CS09,STY065,Gift Voucher,65+,2021-04-28,Yes,Yes
CL1274,CS12,STY032,Facebook,25-34,2021-02-08,No,Yes
CL1275,CS10,STY026,Word of Mouth,25-34,2022-07-07,No,Yes
CL1276,CS02,STY022,Return Client,35-44,2022-02-12,No,Yes
CL1277,CS07,STY020,Google Search,45-54,2024-04-06,No,Yes
CL1278,CS07,STY069,Facebook,25-34,2021-09-06,Yes,No
CL1279,CS12,STY059,Word of Mouth,35-44,2021-09-18,No,Yes
CL1280,CS09,STY061,TikTok,18-24,2020-10-06,Yes,Yes
CL1281,CS04,STY048,Word of Mouth,55-64,2024-02-04,No,Yes
CL1282,CS07,STY050,Return Client,65+,2022-02-03,No,Yes
CL1283,CS11,STY016,YouTube,18-24,2020-03-20,No,No
CL1284,CS03,STY045,Word of Mouth,35-44,2021-06-06,No,No
CL1285,CS12,STY055,Instagram,18-24,2022-02-28,Yes,Yes
CL1286,CS08,STY004,Word of Mouth,55-64,2023-07-16,Yes,Yes
CL1287,CS10,STY032,Facebook,45-54,2021-06-04,Yes,Yes
CL1288,CS02,STY051,Friend Referral,45-54,2022-02-26,Yes,No
CL1289,CS04,STY033,Gift Voucher,25-34,2022-05-24,No,No
CL1290,CS09,STY053,TikTok,35-44,2021-09-22,Yes,Yes
CL1291,CS11,STY019,Google Search,45-54,2024-07-25,No,No
CL1292,CS04,STY001,Return Client,35-44,2021-09-22,Yes,Yes
CL1293,CS01,STY068,Word of Mouth,45-54,2022-05-05,No,No
CL1294,CS05,STY024,Friend Referral,25-34,2022-02-06,Yes,Yes
CL1295,CS08,STY073,Word of Mouth,65+,2022-07-11,Yes,Yes
CL1296,CS04,STY025,Word of Mouth,25-34,2024-04-03,No,Yes
CL1297,CS08,STY022,TikTok,45-54,2024-11-13,Yes,Yes
CL1298,CS02,STY004,Instagram,25-34,2021-12-01,Yes,Yes
CL1299,CS08,STY035,TikTok,25-34,2020-05-05,Yes,No
CL1300,CS10,STY067,Friend Referral,18-24,2021-03-08,Yes,Yes
CL1301,CS10,STY063,Google Search,65+,2021-06-28,No,Yes
CL1302,CS10,STY041,Facebook,35-44,2021-12-03,Yes,Yes
CL1303,CS11,STY043,Instagram,45-54,2021-12-30,Yes,Yes
CL1304,CS08,STY018,Gift Voucher,35-44,2024-09-06,Yes,No
CL1305,CS02,STY032,Gift Voucher,25-34,2023-12-03,No,Yes
CL1306,CS10,STY053,Friend Referral,55-64,2022-11-20,Yes,Yes
CL1307,CS11,STY047,Return Client,55-64,2020-02-04,Yes,No
CL1308,CS06,STY052,TikTok,25-34,2022-09-19,Yes,Yes
CL1309,CS07,STY013,Return Client,65+,2022-09-02,No,Yes
CL1310,CS10,STY074,Word of Mouth,25-34,2022-12-01,Yes,Yes
CL1311,CS08,STY071,Friend Referral,35-44,2023-10-10,No,Yes
CL1312,CS08,STY031,Return Client,35-44,2023-01-12,Yes,Yes
CL1313,CS03,STY014,Friend Referral,45-54,2020-07-02,No,No
CL1314,CS01,STY036,Word of Mouth,55-64,2022-02-24,Yes,No
CL1315,CS05,STY016,TikTok,65+,2023-10-05,Yes,No
CL1316,CS11,STY043,Friend Referral,25-34,2023-11-17,Yes,No
CL1317,CS10,STY049,Word of Mouth,35-44,2024-01-09,No,Yes
CL1318,CS04,STY012,Instagram,25-34,2020-08-16,No,No
CL1319,CS10,STY074,Return Client,45-54,2020-08-25,No,Yes
CL1320,CS06,STY040,Return Client,35-44,2020-01-04,Yes,No
CL1321,CS09,STY041,Word of Mouth,35-44,2022-05-17,No,No
CL1322,CS03,STY014,Google Search,45-54,2021-03-30,No,Yes
CL1323,CS09,STY038,Gift Voucher,35-44,2024-07-29,Yes,Yes
CL1324,CS11,STY005,Facebook,45-54,2020-10-25,No,Yes
CL1325,CS09,STY074,YouTube,25-34,2024-10-02,No,No
CL1326,CS04,STY008,Facebook,45-54,2022-02-10,No,Yes
CL1327,CS12,STY029,Word of Mouth,45-54,2024-07-17,Yes,Yes
CL1328,CS08,STY021,Friend Referral,25-34,2024-07-27,Yes,No
CL1329,CS07,STY051,Instagram,45-54,2021-12-14,No,Yes
CL1330,CS09,STY071,Friend Referral,25-34,2021-02-03,No,Yes
CL1331,CS03,STY007,Instagram,45-54,2024-11-08,No,Yes
CL1332,CS11,STY062,Word of Mouth,25-34,2023-11-26,No,Yes
CL1333,CS04,STY002,Word of Mouth,45-54,2024-02-14,No,No
CL1334,CS10,STY019,Word of Mouth,45-54,2024-10-24,No,Yes
CL1335,CS11,STY046,Gift Voucher,55-64,2020-07-15,No,Yes
CL1336,CS01,STY056,Word of Mouth,35-44,2021-11-24,Yes,No
CL1337,CS12,STY051,Facebook,18-24,2021-05-08,No,Yes
CL1338,CS12,STY049,Google Search,25-34,2024-03-06,Yes,Yes
CL1339,CS11,STY048,Instagram,45-54,2022-06-30,Yes,Yes
CL1340,CS02,STY066,Word of Mouth,35-44,2023-10-01,Yes,Yes
CL1341,CS10,STY013,Google Search,35-44,2021-07-14,Yes,Yes
CL1342,CS08,STY074,YouTube,45-54,2021-09-03,Yes,Yes
CL1343,CS06,STY069,Word of Mouth,55-64,2024-06-16,Yes,Yes
CL1344,CS12,STY068,Word of Mouth,35-44,2023-01-03,No,Yes
CL1345,CS09,STY016,Gift Voucher,35-44,2024-08-03,Yes,No
CL1346,CS02,STY001,Word of Mouth,45-54,2021-01-03,No,Yes
CL1347,CS02,STY021,Word of Mouth,35-44,2023-08-29,Yes,No
CL1348,CS05,STY065,Gift Voucher,18-24,2020-09-12,No,Yes
CL1349,CS09,STY001,Word of Mouth,65+,2023-09-09,Yes,Yes
CL1350,CS01,STY038,Return Client,35-44,2024-05-22,No,Yes
CL1351,CS10,STY069,Facebook,35-44,2021-12-22,Yes,No
CL1352,CS02,STY025,TikTok,18-24,2020-03-16,Yes,Yes
CL1353,CS04,STY046,Return Client,45-54,2021-03-18,No,Yes
CL1354,CS12,STY034,TikTok,18-24,2021-06-06,No,No
CL1355,CS03,STY055,Facebook,25-34,2021-06-04,Yes,No
CL1356,CS04,STY025,Word of Mouth,45-54,2023-07-20,No,No
CL1357,CS11,STY054,TikTok,35-44,2020-12-01,Yes,Yes
CL1358,CS07,STY010,Instagram,65+,2021-05-21,No,Yes
CL1359,CS09,STY043,Word of Mouth,35-44,2020-05-15,Yes,Yes
CL1360,CS06,STY029,Friend Referral,25-34,2024-06-22,No,Yes
CL1361,CS02,STY014,Instagram,65+,2022-02-14,Yes,Yes
CL1362,CS09,STY063,Friend Referral,35-44,2024-08-09,Yes,No
CL1363,CS06,STY035,Friend Referral,55-64,2023-02-03,Yes,Yes
CL1364,CS03,STY045,Instagram,45-54,2021-01-05,No,Yes
CL1365,CS10,STY020,Word of Mouth,18-24,2022-11-17,Yes,Yes
CL1366,CS07,STY048,Google Search,25-34,2024-01-25,Yes,No
CL1367,CS10,STY046,Facebook,35-44,2022-06-17,No,No
CL1368,CS05,STY030,Instagram,35-44,2024-01-11,No,No
CL1369,CS02,STY012,Return Client,35-44,2021-10-02,Yes,Yes
CL1370,CS12,STY008,Word of Mouth,25-34,2023-03-24,Yes,No
CL1371,CS05,STY002,Google Search,35-44,2024-11-25,No,No
CL1372,CS09,STY066,Return Client,25-34,2022-10-16,Yes,Yes
CL1373,CS01,STY001,TikTok,55-64,2024-03-07,No,No
CL1374,CS09,STY068,Friend Referral,25-34,2024-02-22,Yes,No
CL1375,CS08,STY068,Return Client,45-54,2024-04-13,Yes,Yes
CL1376,CS02,STY007,Instagram,25-34,2021-12-24,No,Yes
CL1377,CS07,STY032,Word of Mouth,65+,2021-11-23,Yes,Yes
CL1378,CS05,STY073,Facebook,25-34,2020-01-05,No,Yes
CL1379,CS05,STY005,Corporate,65+,2022-11-21,No,No
CL1380,CS08,STY043,Word of Mouth,18-24,2022-07-31,No,Yes
CL1381,CS02,STY052,Word of Mouth,55-64,2021-01-16,No,Yes
CL1382,CS02,STY066,Facebook,25-34,2022-12-19,Yes,Yes
CL1383,CS02,STY033,Corporate,18-24,2024-04-24,Yes,Yes
CL1384,CS07,STY069,Instagram,35-44,2021-01-08,No,Yes
CL1385,CS08,STY046,TikTok,35-44,2020-10-13,No,Yes
CL1386,CS06,STY025,Gift Voucher,45-54,2020-08-14,No,Yes
CL1387,CS03,STY021,Instagram,45-54,2020-03-05,Yes,Yes
CL1388,CS11,STY071,YouTube,25-34,2022-09-28,No,No
CL1389,CS12,STY052,Word of Mouth,45-54,2024-05-17,No,Yes
CL1390,CS02,STY020,Return Client,45-54,2020-09-15,No,No
CL1391,CS01,STY044,Friend Referral,25-34,2023-10-21,No,No
CL1392,CS12,STY063,Word of Mouth,35-44,2021-07-31,Yes,Yes
CL1393,CS04,STY032,TikTok,45-54,2021-01-17,No,Yes
CL1394,CS05,STY055,YouTube,25-34,2024-08-07,Yes,Yes
CL1395,CS12,STY065,Friend Referral,25-34,2024-02-04,Yes,Yes
CL1396,CS10,STY017,TikTok,25-34,2020-09-03,No,Yes
CL1397,CS05,STY003,YouTube,55-64,2022-05-23,Yes,Yes
CL1398,CS01,STY030,Instagram,35-44,2023-12-04,Yes,Yes
CL1399,CS07,STY007,Facebook,35-44,2023-08-11,No,Yes
CL1400,CS05,STY054,Instagram,65+,2023-12-28,Yes,Yes
CL1401,CS01,STY042,Word of Mouth,18-24,2023-09-14,Yes,Yes
CL1402,CS08,STY024,Instagram,45-54,2022-06-01,No,Yes
CL1403,CS06,STY002,Instagram,25-34,2023-10-02,Yes,Yes
CL1404,CS06,STY068,Friend Referral,35-44,2024-05-13,No,Yes
CL1405,CS11,STY014,Instagram,45-54,2020-06-27,Yes,No
CL1406,CS12,STY025,TikTok,18-24,2023-09-02,Yes,No
CL1407,CS08,STY044,Corporate,18-24,2023-01-24,No,No
CL1408,CS08,STY020,YouTube,25-34,2024-01-16,Yes,Yes
CL1409,CS04,STY072,Facebook,45-54,2024-12-01,No,Yes
CL1410,CS08,STY009,TikTok,25-34,2022-06-12,No,Yes
CL1411,CS09,STY022,Return Client,35-44,2020-02-14,No,No
CL1412,CS03,STY025,Instagram,65+,2020-05-04,No,Yes
CL1413,CS11,STY022,Google Search,35-44,2020-06-02,No,No
CL1414,CS07,STY035,Google Search,35-44,2023-05-28,Yes,Yes
CL1415,CS01,STY002,Word of Mouth,25-34,2023-11-27,No,No
CL1416,CS12,STY029,Friend Referral,25-34,2024-10-11,No,No
CL1417,CS05,STY069,Google Search,25-34,2020-04-03,Yes,Yes
CL1418,CS01,STY018,TikTok,65+,2021-07-22,No,Yes
CL1419,CS11,STY069,YouTube,65+,2021-03-06,Yes,Yes
CL1420,CS11,STY042,Instagram,45-54,2022-01-25,Yes,No
CL1421,CS09,STY038,Instagram,25-34,2023-06-06,No,Yes
CL1422,CS11,STY036,Friend Referral,55-64,2021-03-25,Yes,Yes
CL1423,CS01,STY014,Google Search,65+,2024-05-12,No,No
CL1424,CS05,STY027,Gift Voucher,45-54,2023-02-02,No,Yes
CL1425,CS06,STY051,Instagram,45-54,2024-07-12,Yes,Yes
CL1426,CS04,STY062,Friend Referral,35-44,2020-10-30,Yes,Yes
CL1427,CS03,STY025,Facebook,55-64,2020-12-26,No,No
CL1428,CS03,STY023,TikTok,18-24,2020-11-29,No,No
CL1429,CS10,STY032,Word of Mouth,25-34,2022-05-23,No,No
CL1430,CS07,STY002,Word of Mouth,35-44,2024-01-28,Yes,Yes
CL1431,CS07,STY006,Word of Mouth,55-64,2024-04-12,Yes,Yes
CL1432,CS02,STY002,Instagram,65+,2023-05-13,Yes,Yes
CL1433,CS09,STY011,Friend Referral,35-44,2023-12-19,Yes,Yes
CL1434,CS08,STY021,Friend Referral,55-64,2024-07-28,No,Yes
CL1435,CS08,STY035,Word of Mouth,18-24,2023-11-18,Yes,Yes
CL1436,CS01,STY054,Word of Mouth,25-34,2022-11-13,Yes,Yes
CL1437,CS04,STY046,Word of Mouth,35-44,2020-10-28,No,Yes
CL1438,CS11,STY015,Instagram,55-64,2024-08-12,No,Yes
CL1439,CS02,STY046,Word of Mouth,65+,2021-07-31,Yes,No
CL1440,CS06,STY006,Word of Mouth,55-64,2020-06-22,Yes,Yes
CL1441,CS07,STY055,Google Search,45-54,2023-10-23,Yes,No
CL1442,CS11,STY014,Instagram,55-64,2021-12-14,No,Yes
CL1443,CS11,STY010,Instagram,25-34,2023-12-27,Yes,Yes
CL1444,CS11,STY062,Word of Mouth,25-34,2022-07-03,Yes,Yes
CL1445,CS10,STY012,Facebook,45-54,2020-10-23,No,Yes
CL1446,CS03,STY055,Friend Referral,35-44,2022-10-09,No,No
CL1447,CS07,STY032,TikTok,45-54,2020-10-10,No,Yes
CL1448,CS09,STY069,Facebook,35-44,2022-12-26,Yes,Yes
CL1449,CS02,STY029,Google Search,35-44,2023-03-29,Yes,Yes
CL1450,CS06,STY047,Word of Mouth,65+,2020-02-05,No,Yes
CL1451,CS02,STY018,Word of Mouth,35-44,2024-10-04,No,Yes
CL1452,CS03,STY032,Gift Voucher,35-44,2022-05-12,Yes,Yes
CL1453,CS01,STY019,Friend Referral,25-34,2023-11-25,No,No
CL1454,CS01,STY014,Friend Referral,35-44,2020-04-20,Yes,Yes
CL1455,CS10,STY019,Gift Voucher,18-24,2022-01-18,Yes,Yes
CL1456,CS02,STY020,Word of Mouth,55-64,2022-05-02,Yes,Yes
CL1457,CS12,STY061,Word of Mouth,35-44,2021-09-05,No,No
CL1458,CS06,STY037,Facebook,45-54,2020-01-28,Yes,Yes
CL1459,CS01,STY023,Gift Voucher,18-24,2024-03-18,Yes,Yes
CL1460,CS07,STY059,Gift Voucher,45-54,2024-11-28,No,No
CL1461,CS09,STY035,Instagram,25-34,2020-11-17,Yes,No
CL1462,CS07,STY052,Return Client,25-34,2021-03-09,Yes,Yes
CL1463,CS07,STY010,Word of Mouth,45-54,2023-02-19,No,Yes
CL1464,CS06,STY022,TikTok,35-44,2022-02-18,Yes,Yes
CL1465,CS11,STY010,Facebook,25-34,2020-08-01,No,No
CL1466,CS06,STY014,Word of Mouth,25-34,2023-01-14,Yes,Yes
CL1467,CS10,STY071,Word of Mouth,55-64,2021-01-19,Yes,No
CL1468,CS01,STY073,Word of Mouth,25-34,2023-03-13,Yes,No
CL1469,CS08,STY002,Word of Mouth,35-44,2021-09-24,No,Yes
CL1470,CS07,STY046,Google Search,35-44,2022-03-11,Yes,No
CL1471,CS11,STY065,Word of Mouth,35-44,2024-02-27,Yes,No
CL1472,CS03,STY005,Word of Mouth,45-54,2022-09-03,No,Yes
CL1473,CS03,STY012,Friend Referral,18-24,2023-07-05,Yes,Yes
CL1474,CS11,STY065,TikTok,45-54,2020-11-25,No,Yes
CL1475,CS03,STY056,Instagram,35-44,2024-10-18,Yes,No
CL1476,CS11,STY010,Instagram,25-34,2023-06-04,Yes,No
CL1477,CS11,STY019,YouTube,25-34,2020-01-31,No,No
CL1478,CS02,STY038,Facebook,35-44,2020-12-13,Yes,Yes
CL1479,CS05,STY023,Google Search,35-44,2020-05-25,No,Yes
CL1480,CS08,STY018,Return Client,45-54,2022-06-24,Yes,No
CL1481,CS08,STY053,Word of Mouth,55-64,2022-04-01,Yes,Yes
CL1482,CS06,STY048,Google Search,45-54,2021-10-04,Yes,No
CL1483,CS07,STY006,Google Search,25-34,2024-11-28,Yes,No
CL1484,CS04,STY014,Friend Referral,35-44,2020-11-12,No,Yes
CL1485,CS03,STY050,Google Search,55-64,2021-04-01,No,No
CL1486,CS02,STY060,Instagram,35-44,2022-12-31,Yes,Yes
CL1487,CS03,STY056,Friend Referral,55-64,2022-03-23,Yes,Yes
CL1488,CS06,STY063,Word of Mouth,35-44,2023-05-22,Yes,No
CL1489,CS12,STY070,Facebook,25-34,2020-03-19,Yes,Yes
CL1490,CS03,STY049,TikTok,35-44,2020-03-05,Yes,Yes
CL1491,CS07,STY003,Return Client,25-34,2021-03-09,No,Yes
CL1492,CS05,STY036,TikTok,25-34,2020-05-21,No,Yes
CL1493,CS05,STY068,Gift Voucher,35-44,2022-05-09,Yes,No
CL1494,CS05,STY044,Word of Mouth,18-24,2022-05-27,No,Yes
CL1495,CS04,STY069,Instagram,35-44,2022-08-31,Yes,No
CL1496,CS07,STY002,Instagram,45-54,2022-03-07,Yes,Yes
CL1497,CS12,STY041,TikTok,45-54,2021-10-25,Yes,Yes
CL1498,CS08,STY015,Return Client,35-44,2021-10-10,No,Yes
CL1499,CS09,STY017,Friend Referral,65+,2024-08-31,No,No
CL1500,CS10,STY054,Word of Mouth,25-34,2021-01-19,Yes,No
CL1501,CS07,STY074,Word of Mouth,25-34,2021-01-26,Yes,Yes
CL1502,CS06,STY016,Word of Mouth,55-64,2022-10-25,No,No
CL1503,CS08,STY070,Facebook,35-44,2024-08-23,No,No
CL1504,CS06,STY048,Word of Mouth,25-34,2022-05-27,Yes,No
CL1505,CS10,STY056,Word of Mouth,35-44,2021-08-06,No,No
CL1506,CS10,STY012,Return Client,55-64,2020-07-22,Yes,Yes
CL1507,CS11,STY064,Word of Mouth,65+,2020-07-31,Yes,No
CL1508,CS08,STY038,Google Search,55-64,2023-09-29,No,Yes
CL1509,CS04,STY026,Friend Referral,35-44,2020-08-22,No,Yes
CL1510,CS06,STY051,Return Client,55-64,2022-04-25,Yes,Yes
CL1511,CS04,STY034,Google Search,25-34,2023-09-10,No,Yes
CL1512,CS11,STY005,Word of Mouth,55-64,2022-04-29,Yes,Yes
CL1513,CS03,STY041,Friend Referral,55-64,2022-11-28,No,Yes
CL1514,CS10,STY025,YouTube,25-34,2022-03-12,No,Yes
CL1515,CS10,STY023,Facebook,65+,2022-03-10,No,Yes
CL1516,CS09,STY017,Word of Mouth,25-34,2023-12-25,Yes,No
CL1517,CS10,STY034,Friend Referral,55-64,2023-07-08,Yes,Yes
CL1518,CS04,STY020,Word of Mouth,18-24,2020-01-24,Yes,No
CL1519,CS12,STY049,Google Search,65+,2023-03-17,Yes,No
CL1520,CS12,STY046,Word of Mouth,35-44,2023-07-17,Yes,Yes
CL1521,CS11,STY032,Gift Voucher,25-34,2023-01-01,No,Yes
CL1522,CS11,STY003,Word of Mouth,25-34,2020-10-21,Yes,Yes
