JourneyID,ClientID,StylistID,ConsultantID,FirstVisitDate,LastVisitDate,TotalVisits,TotalSpend_GBP,DaysSinceLastVisit,WeeksSinceLastVisit,RetentionSegment,Service1,Service2,Service3,IsReturnClient,AvgSpendPerVisit_GBP
JN02023,CL2023,STY025,CON009,2022-07-17,2023-01-27,10,2377.4,1100,157,Lapsed,Colour Analysis,Style Analysis,Personal Shopping,Yes,237.74
JN02024,CL2024,STY025,CON009,2023-07-14,2024-11-07,5,1672.17,450,64,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,334.43
JN02025,CL2025,STY041,CON014,2022-02-05,2023-02-17,11,422.01,1079,154,Lapsed,Personal Shopping,Style Analysis,Colour Analysis,Yes,38.36
JN02026,CL2026,STY011,CON004,2022-05-02,2023-04-20,9,147.78,1017,145,Lapsed,Style Analysis,Personal Shopping,Colour Analysis,Yes,16.42
JN02027,CL2027,STY019,CON006,2020-11-27,2024-06-04,11,1097.17,606,86,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,99.74
JN02028,CL2028,STY044,CON016,2023-10-03,2024-06-08,12,175.27,602,86,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,14.61
JN02029,CL2029,STY043,CON015,2024-06-07,2026-01-04,7,1696.46,27,3,Champion,Colour Analysis,Makeup,Wardrobe Edit,Yes,242.35
JN02030,CL2030,STY037,CON013,2020-12-23,2023-06-01,3,1608.68,975,139,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,536.23
JN02031,CL2031,STY007,CON003,2024-11-01,2026-01-31,3,1636.58,0,0,Loyal,Personal Shopping,Makeup,Colour Analysis,Yes,545.53
JN02032,CL2032,STY001,CON001,2020-04-17,2021-11-09,8,297.67,1544,220,Lapsed,Wardrobe Edit,Personal Shopping,Colour Analysis,Yes,37.21
JN02033,CL2033,STY065,CON022,2021-09-17,2024-10-02,2,1724.19,486,69,Lapsed,Makeup,Style Analysis,,Yes,862.1
JN02034,CL2034,STY036,CON012,2022-06-30,2022-08-25,9,606.85,1255,179,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,67.43
JN02035,CL2035,STY017,CON005,2021-02-05,2021-08-07,3,755.28,1638,234,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,251.76
JN02036,CL2036,STY011,CON004,2022-04-14,2025-04-24,11,595.11,282,40,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,54.1
JN02037,CL2037,STY054,CON019,2020-05-02,2022-08-20,3,209.02,1260,180,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,69.67
JN02038,CL2038,STY060,CON021,2023-06-26,2025-06-14,5,1048.83,231,33,Lapsed,Wardrobe Edit,Personal Shopping,Makeup,Yes,209.77
JN02039,CL2039,STY016,CON005,2022-04-01,2025-06-22,4,209.98,223,31,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,52.49
JN02040,CL2040,STY069,CON024,2021-01-06,2023-08-02,1,1381.14,913,130,Lapsed,Wardrobe Edit,,,No,1381.14
JN02041,CL2041,STY018,CON006,2023-12-21,2026-01-31,1,1734.27,0,0,Loyal,Personal Shopping,,,No,1734.27
JN02042,CL2042,STY049,CON017,2022-04-27,2022-06-18,7,840.17,1323,189,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,120.02
JN02043,CL2043,STY023,CON008,2022-06-12,2026-01-31,12,1176.38,0,0,Champion,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,98.03
JN02044,CL2044,STY031,CON011,2022-06-06,2023-02-19,10,734.64,1077,153,Lapsed,Makeup,Style Analysis,Colour Analysis,Yes,73.46
JN02045,CL2045,STY001,CON001,2023-06-29,2024-01-26,5,1332.7,736,105,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,266.54
JN02046,CL2046,STY012,CON004,2023-05-12,2024-05-30,1,596.46,611,87,Lapsed,Wardrobe Edit,,,No,596.46
JN02047,CL2047,STY022,CON007,2021-08-17,2025-03-23,2,1104.04,314,44,Lapsed,Wardrobe Edit,Colour Analysis,,Yes,552.02
JN02048,CL2048,STY011,CON004,2020-04-02,2021-04-26,5,1305.44,1741,248,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,261.09
JN02049,CL2049,STY052,CON018,2020-04-06,2022-07-11,3,1511.47,1300,185,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,503.82
JN02050,CL2050,STY066,CON023,2020-03-06,2020-09-14,12,275.85,1965,280,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,22.99
JN02051,CL2051,STY033,CON012,2023-12-24,2024-08-27,4,1862.32,522,74,Lapsed,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,465.58
JN02052,CL2052,STY070,CON024,2023-06-26,2024-05-31,12,1613.21,610,87,Lapsed,Makeup,Style Analysis,Wardrobe Edit,Yes,134.43
JN02053,CL2053,STY028,CON009,2024-04-21,2025-05-06,3,1624.93,270,38,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,541.64
JN02054,CL2054,STY018,CON006,2021-07-08,2023-01-30,5,300.81,1097,156,Lapsed,Style Analysis,Makeup,Wardrobe Edit,Yes,60.16
JN02055,CL2055,STY023,CON008,2022-09-26,2023-02-12,5,1080.11,1084,154,Lapsed,Colour Analysis,Makeup,Wardrobe Edit,Yes,216.02
JN02056,CL2056,STY064,CON022,2024-06-12,2026-01-31,4,1470.51,0,0,Champion,Style Analysis,Personal Shopping,Colour Analysis,Yes,367.63
JN02057,CL2057,STY021,CON007,2023-10-17,2026-01-31,6,1292.83,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,215.47
JN02058,CL2058,STY007,CON003,2024-10-14,2026-01-31,5,1063.24,0,0,Champion,Personal Shopping,Style Analysis,Makeup,Yes,212.65
JN02059,CL2059,STY063,CON022,2023-07-21,2026-01-31,5,567.64,0,0,Champion,Personal Shopping,Makeup,Style Analysis,Yes,113.53
JN02060,CL2060,STY042,CON015,2024-10-11,2025-07-06,12,1329.59,209,29,At Risk,Makeup,Personal Shopping,Wardrobe Edit,Yes,110.8
JN02061,CL2061,STY062,CON022,2021-04-25,2025-04-20,7,1886.98,286,40,Lapsed,Style Analysis,Makeup,Personal Shopping,Yes,269.57
JN02062,CL2062,STY014,CON005,2023-03-25,2025-01-06,11,1985.42,390,55,Lapsed,Wardrobe Edit,Colour Analysis,Style Analysis,Yes,180.49
JN02063,CL2063,STY021,CON007,2023-12-04,2025-11-13,1,2153.7,79,11,Loyal,Colour Analysis,,,No,2153.7
JN02064,CL2064,STY074,CON025,2023-11-22,2025-06-09,7,2142.35,236,33,Lapsed,Colour Analysis,Makeup,Style Analysis,Yes,306.05
JN02065,CL2065,STY056,CON020,2024-11-28,2025-10-29,8,2353.37,94,13,Loyal,Makeup,Colour Analysis,Personal Shopping,Yes,294.17
JN02066,CL2066,STY060,CON021,2021-09-10,2022-09-06,12,1217.82,1243,177,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,101.48
JN02067,CL2067,STY011,CON004,2021-11-19,2022-11-24,6,494.86,1164,166,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,82.48
JN02068,CL2068,STY023,CON008,2022-05-17,2023-03-14,8,529.33,1054,150,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,66.17
JN02069,CL2069,STY044,CON016,2022-11-29,2023-04-13,7,753.49,1024,146,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,107.64
JN02070,CL2070,STY065,CON022,2021-07-02,2025-06-24,7,1573.07,221,31,Lapsed,Wardrobe Edit,Colour Analysis,Makeup,Yes,224.72
JN02071,CL2071,STY066,CON023,2020-09-02,2024-03-08,8,1474.11,694,99,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,184.26
JN02072,CL2072,STY019,CON006,2020-08-27,2022-02-07,11,1128.28,1454,207,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,102.57
JN02073,CL2073,STY001,CON001,2024-10-27,2026-01-31,7,2179.29,0,0,Champion,Wardrobe Edit,Colour Analysis,Makeup,Yes,311.33
JN02074,CL2074,STY029,CON010,2020-02-01,2020-06-02,9,2353.45,2069,295,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,261.49
JN02075,CL2075,STY056,CON020,2020-08-03,2021-04-11,11,394.29,1756,250,Lapsed,Wardrobe Edit,Colour Analysis,Style Analysis,Yes,35.84
JN02076,CL2076,STY005,CON002,2023-02-08,2026-01-31,9,1893.77,0,0,Champion,Colour Analysis,Style Analysis,Personal Shopping,Yes,210.42
JN02077,CL2077,STY019,CON006,2023-08-25,2023-08-30,6,230.99,885,126,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,38.5
JN02078,CL2078,STY029,CON010,2024-11-08,2026-01-31,10,272.7,0,0,Champion,Colour Analysis,Makeup,Personal Shopping,Yes,27.27
JN02079,CL2079,STY007,CON003,2020-02-27,2023-06-04,9,1988.14,972,138,Lapsed,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,220.9
JN02080,CL2080,STY046,CON016,2020-11-18,2024-06-11,11,407.63,599,85,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,37.06
JN02081,CL2081,STY003,CON002,2022-10-25,2023-09-20,12,985.7,864,123,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,82.14
JN02082,CL2082,STY004,CON002,2022-08-24,2026-01-20,1,632.31,11,1,Loyal,Style Analysis,,,No,632.31
JN02083,CL2083,STY041,CON014,2021-11-15,2023-07-04,9,433.29,942,134,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,48.14
JN02084,CL2084,STY034,CON012,2023-08-11,2024-05-29,9,1310.17,612,87,Lapsed,Personal Shopping,Style Analysis,Wardrobe Edit,Yes,145.57
JN02085,CL2085,STY033,CON012,2023-11-08,2026-01-31,3,2086.07,0,0,Loyal,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,695.36
JN02086,CL2086,STY041,CON014,2023-02-19,2026-01-31,12,111.29,0,0,Champion,Makeup,Personal Shopping,Style Analysis,Yes,9.27
JN02087,CL2087,STY026,CON009,2022-12-07,2023-04-10,7,1267.17,1027,146,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,181.02
JN02088,CL2088,STY007,CON003,2022-04-06,2024-06-14,9,1879.86,596,85,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,208.87
JN02089,CL2089,STY008,CON003,2020-11-08,2021-04-28,10,466.55,1739,248,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,46.66
JN02090,CL2090,STY002,CON001,2021-08-14,2021-12-22,4,2326.11,1501,214,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,581.53
JN02091,CL2091,STY020,CON007,2023-11-01,2023-12-03,11,609.31,790,112,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,55.39
JN02092,CL2092,STY020,CON007,2022-11-07,2025-03-08,1,1058.35,329,47,Lapsed,Colour Analysis,,,No,1058.35
JN02093,CL2093,STY034,CON012,2024-06-18,2025-04-24,8,2099.74,282,40,Lapsed,Colour Analysis,Makeup,Personal Shopping,Yes,262.47
JN02094,CL2094,STY053,CON019,2022-04-29,2023-09-03,9,1329.23,881,125,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,147.69
JN02095,CL2095,STY037,CON013,2023-08-01,2024-11-18,3,2070.61,439,62,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,690.2
JN02096,CL2096,STY038,CON013,2020-01-11,2021-04-03,4,1621.23,1764,252,Lapsed,Personal Shopping,Makeup,Style Analysis,Yes,405.31
JN02097,CL2097,STY043,CON015,2021-12-21,2022-03-27,2,1910.15,1406,200,Lapsed,Makeup,Wardrobe Edit,,Yes,955.08
JN02098,CL2098,STY009,CON003,2020-03-29,2022-06-19,4,501.4,1322,188,Lapsed,Style Analysis,Colour Analysis,Makeup,Yes,125.35
JN02099,CL2099,STY048,CON017,2022-01-06,2022-08-26,8,648.31,1254,179,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,81.04
JN02100,CL2100,STY048,CON017,2023-01-31,2024-04-02,11,432.18,669,95,Lapsed,Makeup,Style Analysis,Colour Analysis,Yes,39.29
JN02101,CL2101,STY003,CON002,2021-06-05,2024-07-18,9,1989.46,562,80,Lapsed,Style Analysis,Makeup,Personal Shopping,Yes,221.05
JN02102,CL2102,STY013,CON004,2023-03-16,2024-06-24,11,1699.61,586,83,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,154.51
JN02103,CL2103,STY018,CON006,2022-04-06,2023-07-16,1,445.93,930,132,Lapsed,Makeup,,,No,445.93
JN02104,CL2104,STY067,CON023,2024-06-19,2025-02-27,9,715.93,338,48,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,79.55
JN02105,CL2105,STY035,CON012,2021-05-25,2023-12-01,7,1809.49,792,113,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,258.5
JN02106,CL2106,STY073,CON025,2020-02-14,2021-08-30,1,460.8,1615,230,Lapsed,Makeup,,,No,460.8
JN02107,CL2107,STY051,CON018,2023-04-12,2024-03-04,5,481.03,698,99,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,96.21
JN02108,CL2108,STY021,CON007,2024-10-14,2025-11-20,3,510.44,72,10,Loyal,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,170.15
JN02109,CL2109,STY058,CON021,2023-02-01,2023-09-04,5,1673.22,880,125,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,334.64
JN02110,CL2110,STY030,CON010,2022-09-30,2023-12-31,9,1519.86,762,108,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,168.87
JN02111,CL2111,STY031,CON011,2021-07-30,2022-01-10,12,561.35,1482,211,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,46.78
JN02112,CL2112,STY043,CON015,2020-10-15,2023-05-08,9,425.27,999,142,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,47.25
JN02113,CL2113,STY026,CON009,2024-06-17,2026-01-31,3,435.97,0,0,Loyal,Makeup,Personal Shopping,Wardrobe Edit,Yes,145.32
JN02114,CL2114,STY042,CON015,2024-03-06,2026-01-31,4,529.69,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,132.42
JN02115,CL2115,STY062,CON022,2021-07-11,2023-01-15,9,410.28,1112,158,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,45.59
JN02116,CL2116,STY028,CON009,2021-06-12,2023-09-10,8,1030.27,874,124,Lapsed,Colour Analysis,Makeup,Style Analysis,Yes,128.78
JN02117,CL2117,STY051,CON018,2022-05-17,2026-01-31,2,216.45,0,0,Loyal,Colour Analysis,Makeup,,Yes,108.22
JN02118,CL2118,STY062,CON022,2023-11-05,2024-12-24,5,1100.0,403,57,Lapsed,Wardrobe Edit,Makeup,Colour Analysis,Yes,220.0
JN02119,CL2119,STY027,CON009,2024-04-05,2026-01-31,10,973.49,0,0,Champion,Colour Analysis,Makeup,Personal Shopping,Yes,97.35
JN02120,CL2120,STY031,CON011,2023-09-22,2024-02-11,12,1707.83,720,102,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,142.32
JN02121,CL2121,STY070,CON024,2022-02-01,2024-02-05,11,1729.57,726,103,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,157.23
JN02122,CL2122,STY022,CON007,2023-01-05,2024-03-01,9,1007.73,701,100,Lapsed,Wardrobe Edit,Makeup,Style Analysis,Yes,111.97
JN02123,CL2123,STY006,CON002,2022-09-11,2026-01-31,8,1422.86,0,0,Champion,Makeup,Personal Shopping,Wardrobe Edit,Yes,177.86
JN02124,CL2124,STY026,CON009,2022-09-13,2026-01-31,6,738.22,0,0,Champion,Wardrobe Edit,Style Analysis,Makeup,Yes,123.04
JN02125,CL2125,STY036,CON012,2022-11-29,2024-02-12,8,1070.18,719,102,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,133.77
JN02126,CL2126,STY020,CON007,2020-05-06,2020-09-12,6,271.31,1967,281,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,45.22
JN02127,CL2127,STY071,CON024,2021-06-18,2024-11-04,3,2366.33,453,64,Lapsed,Makeup,Colour Analysis,Style Analysis,Yes,788.78
JN02128,CL2128,STY038,CON013,2023-02-17,2025-10-28,12,2267.93,95,13,Loyal,Makeup,Style Analysis,Personal Shopping,Yes,188.99
JN02129,CL2129,STY026,CON009,2020-08-18,2020-09-19,7,1499.25,1960,280,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,214.18
JN02130,CL2130,STY018,CON006,2024-11-16,2026-01-31,6,1931.59,0,0,Champion,Makeup,Style Analysis,Personal Shopping,Yes,321.93
JN02131,CL2131,STY045,CON016,2024-08-09,2025-01-18,3,962.42,378,54,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,320.81
JN02132,CL2132,STY023,CON008,2024-09-17,2026-01-31,9,813.0,0,0,Champion,Personal Shopping,Style Analysis,Colour Analysis,Yes,90.33
JN02133,CL2133,STY040,CON014,2024-04-25,2024-09-05,6,1863.85,513,73,Lapsed,Wardrobe Edit,Makeup,Colour Analysis,Yes,310.64
JN02134,CL2134,STY031,CON011,2022-08-06,2025-02-23,7,1848.42,342,48,Lapsed,Colour Analysis,Makeup,Personal Shopping,Yes,264.06
JN02135,CL2135,STY023,CON008,2024-08-30,2026-01-31,9,769.65,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,85.52
JN02136,CL2136,STY008,CON003,2020-08-18,2023-10-03,12,591.04,851,121,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,49.25
JN02137,CL2137,STY002,CON001,2023-04-21,2026-01-31,3,892.18,0,0,Loyal,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,297.39
JN02138,CL2138,STY059,CON021,2020-04-20,2021-10-09,10,847.76,1575,225,Lapsed,Personal Shopping,Makeup,Style Analysis,Yes,84.78
JN02139,CL2139,STY006,CON002,2021-08-17,2024-05-07,7,2215.2,634,90,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,316.46
JN02140,CL2140,STY071,CON024,2022-06-02,2022-10-12,3,1480.36,1207,172,Lapsed,Personal Shopping,Makeup,Style Analysis,Yes,493.45
JN02141,CL2141,STY018,CON006,2022-05-24,2022-12-04,3,1664.68,1154,164,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,554.89
JN02142,CL2142,STY061,CON021,2020-06-25,2022-11-28,7,637.71,1160,165,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,91.1
JN02143,CL2143,STY024,CON008,2020-11-22,2021-08-29,12,2106.29,1616,230,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,175.52
JN02144,CL2144,STY061,CON021,2022-04-07,2025-10-18,8,929.7,105,15,Loyal,Makeup,Colour Analysis,Style Analysis,Yes,116.21
JN02145,CL2145,STY046,CON016,2021-02-24,2024-02-24,10,230.71,707,101,Lapsed,Makeup,Style Analysis,Personal Shopping,Yes,23.07
JN02146,CL2146,STY070,CON024,2023-04-22,2025-12-09,9,2051.95,53,7,Champion,Makeup,Colour Analysis,Personal Shopping,Yes,227.99
JN02147,CL2147,STY032,CON011,2021-10-04,2023-12-14,4,449.5,779,111,Lapsed,Makeup,Style Analysis,Colour Analysis,Yes,112.38
JN02148,CL2148,STY064,CON022,2021-01-18,2021-08-31,11,569.69,1614,230,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,51.79
JN02149,CL2149,STY038,CON013,2022-01-30,2023-10-15,6,2310.3,839,119,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,385.05
JN02150,CL2150,STY055,CON020,2024-07-29,2026-01-31,10,751.87,0,0,Champion,Makeup,Personal Shopping,Wardrobe Edit,Yes,75.19
JN02151,CL2151,STY062,CON022,2023-02-15,2024-01-31,2,1902.13,731,104,Lapsed,Personal Shopping,Makeup,,Yes,951.07
JN02152,CL2152,STY059,CON021,2020-04-23,2022-03-08,8,1318.38,1425,203,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,164.8
JN02153,CL2153,STY030,CON010,2023-07-08,2026-01-31,1,1636.09,0,0,Loyal,Wardrobe Edit,,,No,1636.09
JN02154,CL2154,STY005,CON002,2022-10-08,2025-08-07,10,1938.27,177,25,At Risk,Wardrobe Edit,Personal Shopping,Style Analysis,Yes,193.83
JN02155,CL2155,STY019,CON006,2023-06-02,2025-08-15,10,2141.97,169,24,At Risk,Personal Shopping,Wardrobe Edit,Style Analysis,Yes,214.2
JN02156,CL2156,STY064,CON022,2022-05-03,2023-10-14,5,1871.23,840,120,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,374.25
JN02157,CL2157,STY061,CON021,2022-12-14,2025-08-02,10,698.41,182,26,At Risk,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,69.84
JN02158,CL2158,STY021,CON007,2020-04-29,2020-10-12,2,315.4,1937,276,Lapsed,Wardrobe Edit,Colour Analysis,,Yes,157.7
JN02159,CL2159,STY057,CON020,2021-04-22,2023-11-01,1,1239.93,822,117,Lapsed,Colour Analysis,,,No,1239.93
JN02160,CL2160,STY007,CON003,2023-05-11,2024-06-12,4,2345.16,598,85,Lapsed,Wardrobe Edit,Makeup,Style Analysis,Yes,586.29
JN02161,CL2161,STY024,CON008,2022-12-07,2023-09-04,2,142.43,880,125,Lapsed,Style Analysis,Makeup,,Yes,71.22
JN02162,CL2162,STY034,CON012,2020-06-22,2023-10-11,2,564.55,843,120,Lapsed,Personal Shopping,Style Analysis,,Yes,282.27
JN02163,CL2163,STY036,CON012,2022-08-28,2026-01-31,10,157.13,0,0,Champion,Personal Shopping,Makeup,Colour Analysis,Yes,15.71
JN02164,CL2164,STY042,CON015,2024-02-21,2025-06-29,7,1021.51,216,30,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,145.93
JN02165,CL2165,STY038,CON013,2021-03-12,2024-12-26,1,1970.45,401,57,Lapsed,Makeup,,,No,1970.45
JN02166,CL2166,STY068,CON024,2022-03-02,2024-11-13,6,1310.03,444,63,Lapsed,Makeup,Colour Analysis,Style Analysis,Yes,218.34
JN02167,CL2167,STY047,CON017,2021-09-24,2022-12-13,3,704.66,1145,163,Lapsed,Wardrobe Edit,Makeup,Colour Analysis,Yes,234.89
JN02168,CL2168,STY065,CON022,2023-10-11,2025-06-10,3,1738.19,235,33,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,579.4
JN02169,CL2169,STY055,CON020,2020-03-22,2022-11-23,10,1564.58,1165,166,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,156.46
JN02170,CL2170,STY029,CON010,2022-03-10,2023-06-20,2,1777.54,956,136,Lapsed,Style Analysis,Wardrobe Edit,,Yes,888.77
JN02171,CL2171,STY001,CON001,2021-07-19,2022-05-19,6,1377.24,1353,193,Lapsed,Makeup,Style Analysis,Personal Shopping,Yes,229.54
JN02172,CL2172,STY029,CON010,2022-03-14,2024-03-25,12,1648.63,677,96,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,137.39
JN02173,CL2173,STY002,CON001,2023-10-23,2024-05-15,6,1633.55,626,89,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,272.26
JN02174,CL2174,STY059,CON021,2023-07-04,2025-12-18,2,904.08,44,6,Loyal,Wardrobe Edit,Personal Shopping,,Yes,452.04
JN02175,CL2175,STY001,CON001,2020-08-29,2023-01-09,1,675.59,1118,159,Lapsed,Style Analysis,,,No,675.59
JN02176,CL2176,STY069,CON024,2020-09-20,2020-11-28,2,1600.02,1890,270,Lapsed,Colour Analysis,Wardrobe Edit,,Yes,800.01
JN02177,CL2177,STY068,CON024,2021-02-06,2024-11-06,5,1255.8,451,64,Lapsed,Colour Analysis,Style Analysis,Makeup,Yes,251.16
JN02178,CL2178,STY072,CON025,2023-01-08,2023-10-30,9,854.62,824,117,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,94.96
JN02179,CL2179,STY017,CON005,2024-05-26,2026-01-31,3,1386.54,0,0,Loyal,Style Analysis,Makeup,Personal Shopping,Yes,462.18
JN02180,CL2180,STY036,CON012,2021-09-14,2025-05-05,11,1824.52,271,38,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,165.87
JN02181,CL2181,STY067,CON023,2024-01-29,2026-01-31,3,1707.88,0,0,Loyal,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,569.29
JN02182,CL2182,STY033,CON012,2024-07-14,2026-01-31,6,2236.54,0,0,Champion,Personal Shopping,Makeup,Colour Analysis,Yes,372.76
JN02183,CL2183,STY032,CON011,2022-03-09,2023-07-10,7,2199.67,936,133,Lapsed,Makeup,Personal Shopping,Wardrobe Edit,Yes,314.24
JN02184,CL2184,STY049,CON017,2021-04-17,2024-09-06,7,256.46,512,73,Lapsed,Style Analysis,Personal Shopping,Colour Analysis,Yes,36.64
JN02185,CL2185,STY072,CON025,2023-07-28,2025-04-14,6,2116.63,292,41,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,352.77
JN02186,CL2186,STY039,CON014,2021-11-03,2025-02-04,6,1433.88,361,51,Lapsed,Personal Shopping,Style Analysis,Colour Analysis,Yes,238.98
JN02187,CL2187,STY059,CON021,2023-02-02,2024-10-31,5,629.32,457,65,Lapsed,Makeup,Colour Analysis,Style Analysis,Yes,125.86
JN02188,CL2188,STY043,CON015,2024-11-13,2025-06-25,2,601.73,220,31,Lapsed,Wardrobe Edit,Makeup,,Yes,300.87
JN02189,CL2189,STY045,CON016,2024-02-15,2024-06-25,8,164.52,585,83,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,20.57
JN02190,CL2190,STY054,CON019,2022-09-04,2023-08-26,4,2056.23,889,127,Lapsed,Makeup,Style Analysis,Wardrobe Edit,Yes,514.06
JN02191,CL2191,STY019,CON006,2024-11-17,2025-07-22,7,1106.23,193,27,At Risk,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,158.03
JN02192,CL2192,STY019,CON006,2020-09-16,2021-01-04,9,1839.6,1853,264,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,204.4
JN02193,CL2193,STY055,CON020,2023-01-29,2023-11-29,9,1863.73,794,113,Lapsed,Personal Shopping,Wardrobe Edit,Colour Analysis,Yes,207.08
JN02194,CL2194,STY061,CON021,2024-12-01,2026-01-31,3,665.06,0,0,Loyal,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,221.69
JN02195,CL2195,STY043,CON015,2023-02-12,2026-01-31,4,2036.38,0,0,Champion,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,509.1
JN02196,CL2196,STY023,CON008,2020-11-16,2023-10-17,3,2270.04,837,119,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,756.68
JN02197,CL2197,STY035,CON012,2021-04-15,2022-10-18,6,2209.79,1201,171,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,368.3
JN02198,CL2198,STY008,CON003,2022-05-06,2025-01-24,3,194.95,372,53,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,64.98
JN02199,CL2199,STY033,CON012,2024-06-18,2025-03-30,5,1687.92,307,43,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,337.58
