NPSID,Date,ConsultantID,StylistID,ClientID,ServiceID,NPS_Score,NPS_Category,MainSeason,Year
NPS036595,2025-08-09,CON009,STY025,CL2203,SV03,9,Promoter,Autumn,2025
NPS036596,2025-08-09,CON009,STY025,CL0313,SV04,10,Promoter,Spring,2025
NPS036597,2025-08-09,CON010,STY029,CL1484,SV01,8,Passive,Spring,2025
NPS036598,2025-08-09,CON011,STY032,CL2324,SV01,9,Promoter,Spring,2025
NPS036599,2025-08-09,CON012,STY035,CL2392,SV04,10,Promoter,Summer,2025
NPS036600,2025-08-09,CON013,STY038,CL2804,SV01,9,Promoter,Summer,2025
NPS036601,2025-08-09,CON013,STY038,CL0721,SV05,10,Promoter,Summer,2025
NPS036602,2025-08-09,CON014,STY039,CL2909,SV03,8,Passive,Summer,2025
NPS036603,2025-08-09,CON014,STY041,CL2845,SV03,8,Passive,Spring,2025
NPS036604,2025-08-09,CON015,STY042,CL0800,SV09,9,Promoter,Winter,2025
NPS036605,2025-08-09,CON016,STY045,CL1166,SV01,9,Promoter,Summer,2025
NPS036606,2025-08-09,CON016,STY046,CL2784,SV07,8,Passive,Autumn,2025
NPS036607,2025-08-09,CON017,STY047,CL0055,SV02,9,Promoter,Summer,2025
NPS036608,2025-08-09,CON017,STY048,CL0861,SV03,8,Passive,Spring,2025
NPS036609,2025-08-09,CON018,STY052,CL2669,SV01,9,Promoter,Autumn,2025
NPS036610,2025-08-09,CON018,STY051,CL2812,SV10,9,Promoter,Winter,2025
NPS036611,2025-08-09,CON018,STY050,CL2638,SV10,8,Passive,Autumn,2025
NPS036612,2025-08-09,CON018,STY051,CL1788,SV04,8,Passive,Spring,2025
NPS036613,2025-08-09,CON020,STY057,CL2189,SV03,7,Passive,Winter,2025
NPS036614,2025-08-09,CON021,STY058,CL2299,SV01,8,Passive,Summer,2025
NPS036615,2025-08-09,CON021,STY059,CL0105,SV01,10,Promoter,Autumn,2025
NPS036616,2025-08-09,CON022,STY063,CL0081,SV01,8,Passive,Spring,2025
NPS036617,2025-08-09,CON022,STY063,CL2716,SV09,9,Promoter,Spring,2025
NPS036618,2025-08-09,CON022,STY062,CL1086,SV01,10,Promoter,Summer,2025
NPS036619,2025-08-09,CON023,STY066,CL2266,SV10,5,Detractor,Summer,2025
NPS036620,2025-08-09,CON025,STY073,CL0897,SV10,5,Detractor,Autumn,2025
NPS036621,2025-08-09,CON025,STY073,CL2766,SV03,6,Detractor,Autumn,2025
NPS036622,2025-08-11,CON001,STY001,CL0799,SV07,8,Passive,Autumn,2025
NPS036623,2025-08-11,CON002,STY006,CL2743,SV10,9,Promoter,Summer,2025
NPS036624,2025-08-11,CON002,STY003,CL0662,SV12,8,Passive,Autumn,2025
NPS036625,2025-08-11,CON003,STY009,CL2321,SV10,9,Promoter,Summer,2025
NPS036626,2025-08-11,CON003,STY007,CL1485,SV01,9,Promoter,Spring,2025
NPS036627,2025-08-11,CON003,STY008,CL1191,SV05,6,Detractor,Autumn,2025
NPS036628,2025-08-11,CON003,STY008,CL2386,SV11,6,Detractor,Summer,2025
NPS036629,2025-08-11,CON004,STY013,CL1832,SV03,9,Promoter,Winter,2025
NPS036630,2025-08-11,CON004,STY013,CL1869,SV02,5,Detractor,Autumn,2025
NPS036631,2025-08-11,CON004,STY011,CL1340,SV09,8,Passive,Winter,2025
NPS036632,2025-08-11,CON005,STY016,CL1360,SV03,10,Promoter,Winter,2025
NPS036633,2025-08-11,CON005,STY015,CL0310,SV10,7,Passive,Summer,2025
NPS036634,2025-08-11,CON006,STY018,CL0784,SV03,8,Passive,Spring,2025
NPS036635,2025-08-11,CON006,STY018,CL0239,SV10,10,Promoter,Summer,2025
NPS036636,2025-08-11,CON007,STY021,CL0037,SV02,9,Promoter,Autumn,2025
NPS036637,2025-08-11,CON008,STY023,CL2321,SV08,10,Promoter,Winter,2025
NPS036638,2025-08-11,CON008,STY023,CL2578,SV02,9,Promoter,Summer,2025
NPS036639,2025-08-11,CON010,STY030,CL1158,SV02,9,Promoter,Winter,2025
NPS036640,2025-08-11,CON010,STY029,CL2080,SV04,7,Passive,Spring,2025
NPS036641,2025-08-11,CON010,STY030,CL0670,SV03,10,Promoter,Winter,2025
NPS036642,2025-08-11,CON011,STY032,CL1971,SV05,9,Promoter,Summer,2025
NPS036643,2025-08-11,CON012,STY033,CL1750,SV01,8,Passive,Spring,2025
NPS036644,2025-08-11,CON012,STY036,CL1329,SV06,7,Passive,Winter,2025
NPS036645,2025-08-11,CON014,STY041,CL0468,SV01,9,Promoter,Summer,2025
NPS036646,2025-08-11,CON014,STY041,CL1699,SV05,5,Detractor,Winter,2025
NPS036647,2025-08-11,CON015,STY043,CL2750,SV11,7,Passive,Autumn,2025
NPS036648,2025-08-11,CON016,STY045,CL1191,SV07,5,Detractor,Spring,2025
NPS036649,2025-08-11,CON017,STY049,CL0057,SV10,7,Passive,Spring,2025
NPS036650,2025-08-11,CON018,STY050,CL2286,SV03,8,Passive,Spring,2025
NPS036651,2025-08-11,CON018,STY052,CL0525,SV09,10,Promoter,Summer,2025
NPS036652,2025-08-11,CON018,STY050,CL0269,SV10,9,Promoter,Winter,2025
NPS036653,2025-08-11,CON019,STY053,CL0629,SV03,8,Passive,Autumn,2025
NPS036654,2025-08-11,CON020,STY055,CL1497,SV09,10,Promoter,Spring,2025
NPS036655,2025-08-11,CON020,STY055,CL1566,SV07,5,Detractor,Spring,2025
NPS036656,2025-08-11,CON023,STY066,CL0740,SV01,9,Promoter,Spring,2025
NPS036657,2025-08-11,CON023,STY066,CL2955,SV03,9,Promoter,Spring,2025
NPS036658,2025-08-11,CON024,STY071,CL0781,SV01,9,Promoter,Summer,2025
NPS036659,2025-08-11,CON024,STY069,CL2934,SV03,10,Promoter,Summer,2025
NPS036660,2025-08-11,CON024,STY069,CL2890,SV01,9,Promoter,Autumn,2025
NPS036661,2025-08-11,CON025,STY074,CL0897,SV11,9,Promoter,Autumn,2025
NPS036662,2025-08-11,CON025,STY072,CL2338,SV04,10,Promoter,Autumn,2025
NPS036663,2025-08-12,CON001,STY001,CL0125,SV01,7,Passive,Autumn,2025
NPS036664,2025-08-12,CON001,STY002,CL1986,SV02,10,Promoter,Winter,2025
NPS036665,2025-08-12,CON003,STY007,CL0049,SV01,8,Passive,Spring,2025
NPS036666,2025-08-12,CON003,STY008,CL1871,SV03,9,Promoter,Autumn,2025
NPS036667,2025-08-12,CON003,STY007,CL1023,SV08,8,Passive,Spring,2025
NPS036668,2025-08-12,CON003,STY008,CL1521,SV03,9,Promoter,Winter,2025
NPS036669,2025-08-12,CON004,STY010,CL1210,SV01,9,Promoter,Autumn,2025
NPS036670,2025-08-12,CON005,STY015,CL0355,SV09,10,Promoter,Winter,2025
NPS036671,2025-08-12,CON005,STY015,CL2926,SV08,9,Promoter,Summer,2025
NPS036672,2025-08-12,CON005,STY016,CL0267,SV07,7,Passive,Autumn,2025
NPS036673,2025-08-12,CON005,STY016,CL0072,SV10,10,Promoter,Spring,2025
NPS036674,2025-08-12,CON006,STY019,CL2217,SV06,8,Passive,Autumn,2025
NPS036675,2025-08-12,CON006,STY019,CL2178,SV07,5,Detractor,Summer,2025
NPS036676,2025-08-12,CON007,STY022,CL1456,SV10,9,Promoter,Spring,2025
NPS036677,2025-08-12,CON008,STY023,CL2337,SV07,6,Detractor,Summer,2025
NPS036678,2025-08-12,CON009,STY025,CL2891,SV01,5,Detractor,Autumn,2025
NPS036679,2025-08-12,CON009,STY028,CL0469,SV02,9,Promoter,Summer,2025
NPS036680,2025-08-12,CON010,STY030,CL1753,SV03,10,Promoter,Summer,2025
NPS036681,2025-08-12,CON010,STY029,CL1394,SV02,7,Passive,Spring,2025
NPS036682,2025-08-12,CON010,STY030,CL2178,SV01,8,Passive,Summer,2025
NPS036683,2025-08-12,CON011,STY031,CL0181,SV03,9,Promoter,Summer,2025
NPS036684,2025-08-12,CON011,STY032,CL0084,SV10,9,Promoter,Spring,2025
NPS036685,2025-08-12,CON012,STY036,CL0204,SV08,9,Promoter,Autumn,2025
NPS036686,2025-08-12,CON013,STY038,CL1545,SV01,8,Passive,Autumn,2025
NPS036687,2025-08-12,CON013,STY038,CL1792,SV03,8,Passive,Autumn,2025
NPS036688,2025-08-12,CON014,STY040,CL1099,SV08,7,Passive,Summer,2025
NPS036689,2025-08-12,CON016,STY046,CL0470,SV08,7,Passive,Winter,2025
NPS036690,2025-08-12,CON017,STY048,CL1769,SV10,6,Detractor,Autumn,2025
NPS036691,2025-08-12,CON017,STY048,CL0978,SV10,10,Promoter,Winter,2025
NPS036692,2025-08-12,CON018,STY052,CL1774,SV03,7,Passive,Spring,2025
NPS036693,2025-08-12,CON018,STY051,CL0287,SV08,9,Promoter,Summer,2025
NPS036694,2025-08-12,CON019,STY054,CL1835,SV01,8,Passive,Winter,2025
NPS036695,2025-08-12,CON020,STY057,CL1822,SV01,9,Promoter,Summer,2025
NPS036696,2025-08-12,CON021,STY058,CL1662,SV03,10,Promoter,Autumn,2025
NPS036697,2025-08-12,CON021,STY061,CL1836,SV01,6,Detractor,Autumn,2025
NPS036698,2025-08-12,CON022,STY065,CL2515,SV01,10,Promoter,Summer,2025
NPS036699,2025-08-12,CON022,STY064,CL0272,SV03,8,Passive,Autumn,2025
NPS036700,2025-08-12,CON022,STY065,CL0133,SV12,8,Passive,Winter,2025
NPS036701,2025-08-12,CON022,STY064,CL1145,SV01,9,Promoter,Summer,2025
NPS036702,2025-08-12,CON023,STY066,CL2092,SV05,9,Promoter,Spring,2025
NPS036703,2025-08-12,CON023,STY067,CL1049,SV02,9,Promoter,Winter,2025
NPS036704,2025-08-12,CON024,STY068,CL1523,SV03,7,Passive,Winter,2025
NPS036705,2025-08-12,CON024,STY070,CL1236,SV11,10,Promoter,Autumn,2025
NPS036706,2025-08-12,CON025,STY072,CL2035,SV08,9,Promoter,Autumn,2025
NPS036707,2025-08-12,CON025,STY072,CL2120,SV03,5,Detractor,Summer,2025
NPS036708,2025-08-13,CON001,STY002,CL0867,SV08,9,Promoter,Winter,2025
NPS036709,2025-08-13,CON001,STY002,CL0902,SV01,10,Promoter,Summer,2025
NPS036710,2025-08-13,CON001,STY002,CL1836,SV08,10,Promoter,Autumn,2025
NPS036711,2025-08-13,CON002,STY003,CL2788,SV01,9,Promoter,Autumn,2025
NPS036712,2025-08-13,CON002,STY006,CL2912,SV09,8,Passive,Winter,2025
NPS036713,2025-08-13,CON003,STY007,CL0043,SV10,6,Detractor,Autumn,2025
NPS036714,2025-08-13,CON003,STY007,CL2584,SV01,9,Promoter,Winter,2025
NPS036715,2025-08-13,CON004,STY011,CL0610,SV10,10,Promoter,Autumn,2025
NPS036716,2025-08-13,CON005,STY017,CL1691,SV01,6,Detractor,Autumn,2025
NPS036717,2025-08-13,CON005,STY015,CL1604,SV03,8,Passive,Spring,2025
NPS036718,2025-08-13,CON005,STY014,CL0706,SV10,7,Passive,Autumn,2025
NPS036719,2025-08-13,CON005,STY014,CL0884,SV06,10,Promoter,Summer,2025
NPS036720,2025-08-13,CON007,STY022,CL0139,SV04,10,Promoter,Summer,2025
NPS036721,2025-08-13,CON007,STY020,CL0060,SV07,10,Promoter,Spring,2025
NPS036722,2025-08-13,CON008,STY024,CL0327,SV01,7,Passive,Winter,2025
NPS036723,2025-08-13,CON008,STY023,CL2550,SV01,7,Passive,Spring,2025
NPS036724,2025-08-13,CON008,STY024,CL1060,SV01,9,Promoter,Spring,2025
NPS036725,2025-08-13,CON009,STY027,CL2524,SV04,8,Passive,Winter,2025
NPS036726,2025-08-13,CON009,STY025,CL1537,SV02,7,Passive,Winter,2025
NPS036727,2025-08-13,CON010,STY030,CL2880,SV01,7,Passive,Summer,2025
NPS036728,2025-08-13,CON011,STY031,CL1345,SV01,8,Passive,Autumn,2025
NPS036729,2025-08-13,CON011,STY031,CL0241,SV11,7,Passive,Autumn,2025
NPS036730,2025-08-13,CON011,STY031,CL2328,SV10,9,Promoter,Winter,2025
NPS036731,2025-08-13,CON011,STY031,CL0582,SV07,7,Passive,Autumn,2025
NPS036732,2025-08-13,CON013,STY037,CL2770,SV01,9,Promoter,Autumn,2025
NPS036733,2025-08-13,CON013,STY038,CL2935,SV03,8,Passive,Winter,2025
NPS036734,2025-08-13,CON013,STY038,CL1888,SV01,10,Promoter,Autumn,2025
NPS036735,2025-08-13,CON014,STY039,CL1902,SV09,9,Promoter,Summer,2025
NPS036736,2025-08-13,CON014,STY040,CL2275,SV03,8,Passive,Winter,2025
NPS036737,2025-08-13,CON014,STY039,CL1162,SV01,8,Passive,Autumn,2025
NPS036738,2025-08-13,CON015,STY042,CL2493,SV03,10,Promoter,Summer,2025
NPS036739,2025-08-13,CON015,STY042,CL0855,SV01,7,Passive,Autumn,2025
NPS036740,2025-08-13,CON016,STY045,CL1856,SV10,9,Promoter,Winter,2025
NPS036741,2025-08-13,CON016,STY044,CL1440,SV01,8,Passive,Winter,2025
NPS036742,2025-08-13,CON016,STY045,CL0238,SV04,7,Passive,Winter,2025
NPS036743,2025-08-13,CON017,STY048,CL0677,SV07,5,Detractor,Spring,2025
NPS036744,2025-08-13,CON017,STY048,CL0465,SV10,8,Passive,Autumn,2025
NPS036745,2025-08-13,CON017,STY047,CL0331,SV03,8,Passive,Summer,2025
NPS036746,2025-08-13,CON018,STY051,CL2952,SV01,9,Promoter,Autumn,2025
NPS036747,2025-08-13,CON018,STY052,CL0367,SV01,6,Detractor,Summer,2025
NPS036748,2025-08-13,CON018,STY052,CL1059,SV01,10,Promoter,Winter,2025
NPS036749,2025-08-13,CON019,STY054,CL1448,SV10,10,Promoter,Winter,2025
NPS036750,2025-08-13,CON019,STY054,CL2956,SV08,10,Promoter,Winter,2025
NPS036751,2025-08-13,CON019,STY053,CL2408,SV10,9,Promoter,Summer,2025
NPS036752,2025-08-13,CON020,STY055,CL0495,SV02,6,Detractor,Spring,2025
NPS036753,2025-08-13,CON020,STY055,CL1551,SV03,10,Promoter,Summer,2025
NPS036754,2025-08-13,CON021,STY060,CL0593,SV07,10,Promoter,Winter,2025
NPS036755,2025-08-13,CON021,STY061,CL1160,SV02,10,Promoter,Autumn,2025
NPS036756,2025-08-13,CON023,STY067,CL1874,SV10,7,Passive,Spring,2025
NPS036757,2025-08-13,CON023,STY067,CL1495,SV10,10,Promoter,Autumn,2025
NPS036758,2025-08-13,CON023,STY066,CL1756,SV10,9,Promoter,Autumn,2025
NPS036759,2025-08-13,CON025,STY074,CL2051,SV10,9,Promoter,Spring,2025
NPS036760,2025-08-13,CON025,STY074,CL0310,SV10,8,Passive,Spring,2025
NPS036761,2025-08-14,CON001,STY001,CL0831,SV01,10,Promoter,Summer,2025
NPS036762,2025-08-14,CON001,STY002,CL2925,SV05,9,Promoter,Spring,2025
NPS036763,2025-08-14,CON002,STY006,CL2785,SV04,7,Passive,Spring,2025
NPS036764,2025-08-14,CON002,STY005,CL0574,SV09,10,Promoter,Summer,2025
NPS036765,2025-08-14,CON003,STY008,CL0674,SV02,9,Promoter,Autumn,2025
NPS036766,2025-08-14,CON004,STY013,CL2502,SV01,10,Promoter,Spring,2025
NPS036767,2025-08-14,CON005,STY017,CL0577,SV01,5,Detractor,Winter,2025
NPS036768,2025-08-14,CON005,STY015,CL0143,SV03,10,Promoter,Autumn,2025
NPS036769,2025-08-14,CON005,STY015,CL0912,SV03,8,Passive,Winter,2025
NPS036770,2025-08-14,CON006,STY019,CL1945,SV01,10,Promoter,Autumn,2025
NPS036771,2025-08-14,CON007,STY020,CL1266,SV06,9,Promoter,Winter,2025
NPS036772,2025-08-14,CON007,STY021,CL1858,SV01,9,Promoter,Spring,2025
NPS036773,2025-08-14,CON007,STY021,CL1478,SV01,10,Promoter,Autumn,2025
NPS036774,2025-08-14,CON007,STY020,CL0522,SV10,9,Promoter,Spring,2025
NPS036775,2025-08-14,CON008,STY023,CL0163,SV09,9,Promoter,Spring,2025
NPS036776,2025-08-14,CON008,STY024,CL2477,SV10,8,Passive,Autumn,2025
NPS036777,2025-08-14,CON008,STY024,CL0194,SV06,9,Promoter,Winter,2025
NPS036778,2025-08-14,CON009,STY027,CL0807,SV10,9,Promoter,Autumn,2025
NPS036779,2025-08-14,CON010,STY030,CL1452,SV03,9,Promoter,Autumn,2025
NPS036780,2025-08-14,CON010,STY029,CL2534,SV08,9,Promoter,Spring,2025
NPS036781,2025-08-14,CON011,STY032,CL0434,SV03,8,Passive,Summer,2025
NPS036782,2025-08-14,CON011,STY031,CL1802,SV10,8,Passive,Spring,2025
NPS036783,2025-08-14,CON012,STY034,CL1374,SV01,6,Detractor,Winter,2025
NPS036784,2025-08-14,CON014,STY041,CL2248,SV02,8,Passive,Winter,2025
NPS036785,2025-08-14,CON015,STY042,CL0479,SV02,7,Passive,Autumn,2025
NPS036786,2025-08-14,CON015,STY043,CL1948,SV05,10,Promoter,Spring,2025
NPS036787,2025-08-14,CON016,STY044,CL1373,SV10,10,Promoter,Summer,2025
NPS036788,2025-08-14,CON016,STY044,CL0720,SV10,5,Detractor,Autumn,2025
NPS036789,2025-08-14,CON017,STY048,CL0767,SV03,9,Promoter,Summer,2025
NPS036790,2025-08-14,CON017,STY047,CL1670,SV06,7,Passive,Winter,2025
NPS036791,2025-08-14,CON017,STY047,CL2383,SV04,9,Promoter,Spring,2025
NPS036792,2025-08-14,CON018,STY052,CL2354,SV09,8,Passive,Winter,2025
NPS036793,2025-08-14,CON018,STY050,CL1708,SV10,10,Promoter,Spring,2025
NPS036794,2025-08-14,CON019,STY053,CL2863,SV03,10,Promoter,Autumn,2025
NPS036795,2025-08-14,CON019,STY054,CL0731,SV05,7,Passive,Autumn,2025
NPS036796,2025-08-14,CON019,STY054,CL1868,SV01,5,Detractor,Spring,2025
NPS036797,2025-08-14,CON020,STY057,CL2424,SV10,10,Promoter,Summer,2025
NPS036798,2025-08-14,CON021,STY059,CL2077,SV03,6,Detractor,Winter,2025
NPS036799,2025-08-14,CON021,STY061,CL2941,SV04,7,Passive,Summer,2025
NPS036800,2025-08-14,CON021,STY060,CL1713,SV10,8,Passive,Summer,2025
NPS036801,2025-08-14,CON022,STY064,CL1419,SV03,8,Passive,Spring,2025
NPS036802,2025-08-14,CON022,STY065,CL0884,SV01,7,Passive,Winter,2025
NPS036803,2025-08-14,CON023,STY067,CL2235,SV11,9,Promoter,Spring,2025
NPS036804,2025-08-14,CON023,STY067,CL0021,SV03,9,Promoter,Spring,2025
NPS036805,2025-08-14,CON024,STY070,CL2617,SV03,7,Passive,Winter,2025
NPS036806,2025-08-14,CON025,STY074,CL2619,SV01,9,Promoter,Autumn,2025
NPS036807,2025-08-14,CON025,STY072,CL1877,SV06,10,Promoter,Summer,2025
NPS036808,2025-08-14,CON025,STY074,CL2048,SV01,8,Passive,Autumn,2025
NPS036809,2025-08-14,CON025,STY072,CL1553,SV04,9,Promoter,Autumn,2025
NPS036810,2025-08-15,CON001,STY001,CL1674,SV10,9,Promoter,Spring,2025
NPS036811,2025-08-15,CON001,STY001,CL1968,SV10,5,Detractor,Autumn,2025
NPS036812,2025-08-15,CON001,STY001,CL1976,SV10,8,Passive,Winter,2025
NPS036813,2025-08-15,CON002,STY003,CL1612,SV02,7,Passive,Summer,2025
NPS036814,2025-08-15,CON002,STY005,CL0857,SV03,10,Promoter,Autumn,2025
NPS036815,2025-08-15,CON003,STY007,CL1073,SV01,10,Promoter,Summer,2025
NPS036816,2025-08-15,CON003,STY009,CL1360,SV01,10,Promoter,Autumn,2025
NPS036817,2025-08-15,CON004,STY011,CL1990,SV01,8,Passive,Autumn,2025
NPS036818,2025-08-15,CON005,STY015,CL2908,SV04,8,Passive,Winter,2025
NPS036819,2025-08-15,CON005,STY015,CL2226,SV01,9,Promoter,Winter,2025
NPS036820,2025-08-15,CON006,STY018,CL1856,SV08,9,Promoter,Spring,2025
NPS036821,2025-08-15,CON007,STY022,CL1667,SV02,10,Promoter,Winter,2025
NPS036822,2025-08-15,CON007,STY022,CL2410,SV01,9,Promoter,Summer,2025
NPS036823,2025-08-15,CON008,STY023,CL0388,SV03,10,Promoter,Winter,2025
NPS036824,2025-08-15,CON009,STY028,CL2600,SV02,9,Promoter,Spring,2025
NPS036825,2025-08-15,CON009,STY025,CL0855,SV10,9,Promoter,Winter,2025
NPS036826,2025-08-15,CON009,STY027,CL0698,SV09,8,Passive,Autumn,2025
NPS036827,2025-08-15,CON010,STY030,CL1924,SV01,10,Promoter,Winter,2025
NPS036828,2025-08-15,CON010,STY029,CL0926,SV02,5,Detractor,Winter,2025
NPS036829,2025-08-15,CON011,STY031,CL0246,SV03,9,Promoter,Spring,2025
NPS036830,2025-08-15,CON012,STY034,CL0349,SV01,7,Passive,Autumn,2025
NPS036831,2025-08-15,CON012,STY035,CL1390,SV03,7,Passive,Summer,2025
NPS036832,2025-08-15,CON013,STY037,CL2463,SV01,9,Promoter,Winter,2025
NPS036833,2025-08-15,CON014,STY040,CL1788,SV03,8,Passive,Summer,2025
NPS036834,2025-08-15,CON015,STY043,CL1319,SV03,7,Passive,Winter,2025
NPS036835,2025-08-15,CON015,STY042,CL0294,SV03,9,Promoter,Winter,2025
NPS036836,2025-08-15,CON015,STY042,CL1724,SV02,8,Passive,Spring,2025
NPS036837,2025-08-15,CON015,STY043,CL0895,SV10,9,Promoter,Winter,2025
NPS036838,2025-08-15,CON016,STY045,CL1897,SV03,10,Promoter,Winter,2025
NPS036839,2025-08-15,CON016,STY044,CL0562,SV03,10,Promoter,Summer,2025
NPS036840,2025-08-15,CON016,STY045,CL1632,SV09,9,Promoter,Summer,2025
NPS036841,2025-08-15,CON017,STY049,CL2917,SV01,6,Detractor,Autumn,2025
NPS036842,2025-08-15,CON017,STY047,CL1436,SV03,7,Passive,Spring,2025
NPS036843,2025-08-15,CON017,STY047,CL2135,SV04,6,Detractor,Autumn,2025
NPS036844,2025-08-15,CON017,STY048,CL0504,SV10,5,Detractor,Winter,2025
NPS036845,2025-08-15,CON018,STY050,CL2408,SV04,8,Passive,Winter,2025
NPS036846,2025-08-15,CON019,STY054,CL1939,SV09,9,Promoter,Spring,2025
NPS036847,2025-08-15,CON020,STY056,CL1640,SV01,5,Detractor,Autumn,2025
NPS036848,2025-08-15,CON020,STY055,CL2293,SV11,10,Promoter,Summer,2025
NPS036849,2025-08-15,CON021,STY058,CL0936,SV01,10,Promoter,Summer,2025
NPS036850,2025-08-15,CON021,STY059,CL0663,SV03,9,Promoter,Summer,2025
NPS036851,2025-08-15,CON023,STY066,CL2408,SV01,9,Promoter,Autumn,2025
NPS036852,2025-08-15,CON024,STY069,CL0874,SV09,9,Promoter,Winter,2025
NPS036853,2025-08-15,CON025,STY073,CL2208,SV01,10,Promoter,Spring,2025
NPS036854,2025-08-15,CON025,STY074,CL2336,SV03,8,Passive,Autumn,2025
NPS036855,2025-08-16,CON001,STY002,CL0756,SV03,7,Passive,Autumn,2025
NPS036856,2025-08-16,CON001,STY002,CL0599,SV01,10,Promoter,Winter,2025
NPS036857,2025-08-16,CON001,STY002,CL2535,SV01,8,Passive,Summer,2025
NPS036858,2025-08-16,CON002,STY005,CL2030,SV02,10,Promoter,Winter,2025
NPS036859,2025-08-16,CON002,STY003,CL1446,SV09,7,Passive,Winter,2025
NPS036860,2025-08-16,CON003,STY007,CL1587,SV10,7,Passive,Autumn,2025
NPS036861,2025-08-16,CON003,STY009,CL2007,SV02,10,Promoter,Winter,2025
NPS036862,2025-08-16,CON003,STY009,CL2204,SV07,9,Promoter,Winter,2025
NPS036863,2025-08-16,CON003,STY009,CL1649,SV07,8,Passive,Winter,2025
NPS036864,2025-08-16,CON004,STY010,CL0305,SV01,8,Passive,Winter,2025
NPS036865,2025-08-16,CON004,STY010,CL0496,SV02,10,Promoter,Winter,2025
NPS036866,2025-08-16,CON004,STY011,CL0837,SV12,10,Promoter,Spring,2025
NPS036867,2025-08-16,CON005,STY017,CL2504,SV03,7,Passive,Summer,2025
NPS036868,2025-08-16,CON005,STY015,CL2963,SV03,10,Promoter,Autumn,2025
NPS036869,2025-08-16,CON006,STY019,CL1778,SV12,9,Promoter,Summer,2025
NPS036870,2025-08-16,CON006,STY019,CL2316,SV03,7,Passive,Winter,2025
NPS036871,2025-08-16,CON006,STY018,CL1279,SV11,10,Promoter,Summer,2025
NPS036872,2025-08-16,CON007,STY020,CL2849,SV04,9,Promoter,Summer,2025
NPS036873,2025-08-16,CON007,STY022,CL0123,SV01,7,Passive,Winter,2025
NPS036874,2025-08-16,CON008,STY024,CL0597,SV03,9,Promoter,Spring,2025
NPS036875,2025-08-16,CON008,STY023,CL1565,SV03,8,Passive,Summer,2025
NPS036876,2025-08-16,CON009,STY027,CL1819,SV08,10,Promoter,Autumn,2025
NPS036877,2025-08-16,CON010,STY030,CL0189,SV01,9,Promoter,Winter,2025
NPS036878,2025-08-16,CON010,STY030,CL0148,SV01,5,Detractor,Spring,2025
NPS036879,2025-08-16,CON011,STY032,CL2060,SV01,7,Passive,Summer,2025
NPS036880,2025-08-16,CON011,STY031,CL2202,SV04,10,Promoter,Summer,2025
NPS036881,2025-08-16,CON011,STY031,CL1332,SV01,5,Detractor,Autumn,2025
NPS036882,2025-08-16,CON011,STY031,CL0381,SV07,8,Passive,Summer,2025
NPS036883,2025-08-16,CON012,STY036,CL2135,SV03,5,Detractor,Winter,2025
NPS036884,2025-08-16,CON012,STY035,CL1296,SV07,10,Promoter,Winter,2025
NPS036885,2025-08-16,CON012,STY035,CL2730,SV03,9,Promoter,Winter,2025
NPS036886,2025-08-16,CON012,STY035,CL0902,SV03,7,Passive,Autumn,2025
NPS036887,2025-08-16,CON013,STY038,CL1417,SV01,10,Promoter,Autumn,2025
NPS036888,2025-08-16,CON013,STY037,CL0721,SV02,9,Promoter,Winter,2025
NPS036889,2025-08-16,CON013,STY037,CL0250,SV01,8,Passive,Autumn,2025
NPS036890,2025-08-16,CON014,STY039,CL2330,SV02,10,Promoter,Winter,2025
NPS036891,2025-08-16,CON014,STY039,CL2244,SV02,7,Passive,Spring,2025
NPS036892,2025-08-16,CON014,STY041,CL0706,SV01,9,Promoter,Spring,2025
NPS036893,2025-08-16,CON015,STY043,CL0018,SV07,5,Detractor,Winter,2025
NPS036894,2025-08-16,CON015,STY042,CL0118,SV10,10,Promoter,Spring,2025
NPS036895,2025-08-16,CON016,STY044,CL1361,SV04,9,Promoter,Spring,2025
NPS036896,2025-08-16,CON016,STY046,CL0559,SV06,8,Passive,Summer,2025
NPS036897,2025-08-16,CON016,STY045,CL1450,SV12,9,Promoter,Autumn,2025
NPS036898,2025-08-16,CON017,STY048,CL1584,SV02,6,Detractor,Summer,2025
NPS036899,2025-08-16,CON017,STY048,CL1498,SV02,10,Promoter,Summer,2025
NPS036900,2025-08-16,CON018,STY051,CL1195,SV08,7,Passive,Summer,2025
NPS036901,2025-08-16,CON018,STY050,CL1072,SV01,8,Passive,Spring,2025
NPS036902,2025-08-16,CON020,STY055,CL2485,SV04,9,Promoter,Spring,2025
NPS036903,2025-08-16,CON020,STY056,CL0099,SV03,9,Promoter,Spring,2025
NPS036904,2025-08-16,CON020,STY055,CL1765,SV03,9,Promoter,Autumn,2025
NPS036905,2025-08-16,CON021,STY059,CL2375,SV04,9,Promoter,Autumn,2025
NPS036906,2025-08-16,CON021,STY061,CL1410,SV01,7,Passive,Summer,2025
NPS036907,2025-08-16,CON021,STY060,CL1179,SV01,9,Promoter,Summer,2025
NPS036908,2025-08-16,CON023,STY066,CL2512,SV08,8,Passive,Spring,2025
NPS036909,2025-08-16,CON023,STY067,CL0527,SV03,7,Passive,Spring,2025
NPS036910,2025-08-16,CON023,STY066,CL0447,SV01,9,Promoter,Winter,2025
NPS036911,2025-08-16,CON024,STY071,CL2110,SV07,9,Promoter,Autumn,2025
